row_id,scope,source_name,source_type,module_family,function_name,function_visibility,severity,risk_score,migration_status,migration_status_fr,target_layer,current_coverage,rationale,next_action,evidence
APPS_SCRIPT_FUNCTION_0081,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildPortfolioSnapshotSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=492 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0082,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildRevolutXStatusSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=541 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0083,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildQAICBridgeStatusSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=560 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0084,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildDecisionMatrixSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=583 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0085,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildSignalRulesSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=605 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0086,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildScoringModelSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=629 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0087,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildDataRequirementsSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=675 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0088,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildQAICOutputContractSection_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=686 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0089,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_Format_All_P0B4,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=708 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0090,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_ResolveP0B4CsvFolder_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=719 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0091,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_FolderHasExpectedFiles_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=750 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0092,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_AppendObject_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=764 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0093,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_FindRowByField_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=780 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0094,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_ReadTable_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=793 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0095,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_SetConfigSafe_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=831 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0096,APPS_SCRIPT_FUNCTION,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_GetConfigSafe_P0B4_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=855 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0097,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_ExtendSpecs_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=38 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0098,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_Setup_P0B5,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=106 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0099,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_Import_P0B5_CSVs,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=138 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0100,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_RunImportP0B5,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=175 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0101,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_RunImportP0B5_DefaultFolder,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=179 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0102,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_Install_P0B5,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=183 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0103,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_P0B5_Status,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=197 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0104,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildTradePlanMethodPayload,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=233 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0105,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildFullTradePlanPrompt,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=323 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0106,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildBuyTradePlanPrompt,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=327 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0107,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildTradePlanMethodSection_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=331 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0108,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildTrailingPlaybookSection_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=403 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0109,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildPositionFollowupSection_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=430 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0110,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_BuildTradePlanRuntimeRequirementsSection_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=453 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0111,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_UpsertSingleCsv_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=480 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0112,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_Format_All_P0B5,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=563 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0113,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_ResolveP0B5CsvFolder_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=574 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0114,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_FolderHasExpectedFiles_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=605 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0115,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_ReadTable_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=619 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0116,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_SetConfigSafe_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=650 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0117,APPS_SCRIPT_FUNCTION,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_GetConfigSafe_P0B5_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=674 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0118,APPS_SCRIPT_FUNCTION,mvpqaic_08_full_signal_mapping_50_50.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_Install_FullSignalMapping_50_50,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=2235 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0119,APPS_SCRIPT_FUNCTION,mvpqaic_08_full_signal_mapping_50_50.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_Status_FullSignalMapping_50_50,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=2261 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0120,APPS_SCRIPT_FUNCTION,mvpqaic_08_full_signal_mapping_50_50.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_UpsertObjectsToSheet_50_50_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=2280 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0121,APPS_SCRIPT_FUNCTION,mvpqaic_08_full_signal_mapping_50_50.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_RewriteObjectsToSheet_50_50_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=2312 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0122,APPS_SCRIPT_FUNCTION,mvpqaic_08_full_signal_mapping_50_50.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_EnsureHeaders_50_50_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=2325 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0123,APPS_SCRIPT_FUNCTION,mvpqaic_08_full_signal_mapping_50_50.js,APPS_SCRIPT_FUNCTION,QAIC_BRIDGE,MVPQAIC_SetConfigSafe_50_50_,PUBLIC,INFO,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_FUNCTION_INDEX,Logique métier à sortir d’Apps Script.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=2332 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0124,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalStatus,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=94 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0125,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalAppendFirstAuditEntry,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=128 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0126,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalCleanupDryRun,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=173 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0127,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalMarkPartialRowsDeprecated,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=177 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0128,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalRunCleanup_,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=181 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0129,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalAuditSheet_,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=223 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0130,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalEnsureHeaders_,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=313 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0131,APPS_SCRIPT_FUNCTION,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FUNCTION,JOURNAL,MVPQAIC_JournalReadSheet_,PUBLIC,INFO,0,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_FUNCTION_INDEX,Journal décision traçable hors Sheets.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=350 prefix=MVPQAIC
