"item_id","theme","relative_path","source_path","source_exists","final_file","integrated_in_final_candidate","source_zone","archive_allowed","archive_execute_now","archive_target_policy"
"ITEM-001683","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001690","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_MANIFEST_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_MANIFEST_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001684","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001687","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001689","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_REVOLUT_X_SKELETON_PLAN_REPORT_20260616-153551.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_REVOLUT_X_SKELETON_PLAN_REPORT_20260616-153551.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001685","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001682","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001688","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SUMMARY_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SUMMARY_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001695","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001696","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001699","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001697","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001694","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001708","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001709","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001712","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001710","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001707","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001727","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001726","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001742","PLANNING_ROADMAP","01_DOCS\VALIDATION\P9A_COLUMN_REVIEW_PREP_NO_APPLY_20260616-161203\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P9A_COLUMN_REVIEW_PREP_NO_APPLY_20260616-161203\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001743","PLANNING_ROADMAP","01_DOCS\VALIDATION\P9A_COLUMN_REVIEW_PREP_NO_APPLY_20260616-161203\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P9A_COLUMN_REVIEW_PREP_NO_APPLY_20260616-161203\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001741","PLANNING_ROADMAP","01_DOCS\VALIDATION\P9A_COLUMN_REVIEW_PREP_NO_APPLY_20260616-161203\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P9A_COLUMN_REVIEW_PREP_NO_APPLY_20260616-161203\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003697","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27A_BASELINE_20260618_140849_FROM_P27A2F_SEALED_RELEASE\docs\P27B_NEXT_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27A_BASELINE_20260618_140849_FROM_P27A2F_SEALED_RELEASE\docs\P27B_NEXT_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003745","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_144712_FROM_P27B4F_MAXI\docs\P27B_NEXT_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\06_BASELINES\P27B_FINAL_BASELINE_20260618_144712_FROM_P27B4F_MAXI\docs\P27B_NEXT_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003312","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\10_HANDOFF\P26R_20260618_105204\P26R_REBUILD_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\10_HANDOFF\P26R_20260618_105204\P26R_REBUILD_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003321","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\10_HANDOFF\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\10_HANDOFF\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003358","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\12_PRODUCT_AUDIT\P26R_20260618_105204\P26R_REBUILD_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\12_PRODUCT_AUDIT\P26R_20260618_105204\P26R_REBUILD_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003367","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\12_PRODUCT_AUDIT\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\12_PRODUCT_AUDIT\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003820","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\P27B1_20260618_141200_CSS_ONLY_HERO_READABILITY_PATCH\docs\P27B_NEXT_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B1_20260618_141200_CSS_ONLY_HERO_READABILITY_PATCH\docs\P27B_NEXT_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003858","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\P27B1F_20260618_141939_SEALED_CSS_ONLY_RELEASE\docs\P27B_NEXT_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B1F_20260618_141939_SEALED_CSS_ONLY_RELEASE\docs\P27B_NEXT_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003896","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\P27B2_20260618_142439_CSS_ONLY_CARDS_DETAIL_READABILITY\docs\P27B_NEXT_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B2_20260618_142439_CSS_ONLY_CARDS_DETAIL_READABILITY\docs\P27B_NEXT_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-003936","PLANNING_ROADMAP","02_BUILD\LEXIQUE_READER_MVP\P27B3_20260618_142705_CSS_ONLY_UX_GLOBAL_POLISH_MAXI\docs\P27B_NEXT_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B3_20260618_142705_CSS_ONLY_UX_GLOBAL_POLISH_MAXI\docs\P27B_NEXT_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
