canonical_score,candidate_role,root_id,root_role,relative_path,full_path,size_bytes,allowed_to_edit,reason
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2D_DIRECT_20260618_125004_ASSETS_VISUAL_INTEGRATED_UX_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2D_DIRECT_20260618_125004_ASSETS_VISUAL_INTEGRATED_UX_PROTOTYPE\index.html,152062,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2E1_20260618_125845_UX_TAXONOMY_REFINED_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2E1_20260618_125845_UX_TAXONOMY_REFINED_PROTOTYPE\index.html,171350,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2E1B_20260618_132716_CLEAN_TAXONOMY_REFINED_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2E1B_20260618_132716_CLEAN_TAXONOMY_REFINED_PROTOTYPE\index.html,208605,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2E1B_20260618_133555_CLEAN_TAXONOMY_REFINED_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2E1B_20260618_133555_CLEAN_TAXONOMY_REFINED_PROTOTYPE\index.html,207277,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2E2_20260618_134124_HERO_RESTORE_UX_POLISH_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2E2_20260618_134124_HERO_RESTORE_UX_POLISH_PROTOTYPE\index.html,209368,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2E3_20260618_134905_STRICT_HERO_ASSET_RESTORE_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2E3_20260618_134905_STRICT_HERO_ASSET_RESTORE_PROTOTYPE\index.html,207743,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2E4_20260618_135735_RESTORE_VALIDATED_UX_STRICT_HERO_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2E4_20260618_135735_RESTORE_VALIDATED_UX_STRICT_HERO_PROTOTYPE\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A2F_20260618_140248_SEALED_RELEASE_CANDIDATE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A2F_20260618_140248_SEALED_RELEASE_CANDIDATE\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27A_20260618_111328_CLEAN_UX_PROTOTYPE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27A_20260618_111328_CLEAN_UX_PROTOTYPE\index.html,22278,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27B1_20260618_141200_CSS_ONLY_HERO_READABILITY_PATCH/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B1_20260618_141200_CSS_ONLY_HERO_READABILITY_PATCH\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27B1F_20260618_141939_SEALED_CSS_ONLY_RELEASE/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B1F_20260618_141939_SEALED_CSS_ONLY_RELEASE\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27B2_20260618_142439_CSS_ONLY_CARDS_DETAIL_READABILITY/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B2_20260618_142439_CSS_ONLY_CARDS_DETAIL_READABILITY\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27B3_20260618_142705_CSS_ONLY_UX_GLOBAL_POLISH_MAXI/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B3_20260618_142705_CSS_ONLY_UX_GLOBAL_POLISH_MAXI\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27B3F_20260618_142926_SEALED_CSS_ONLY_UX_GLOBAL_POLISH_MAXI/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B3F_20260618_142926_SEALED_CSS_ONLY_UX_GLOBAL_POLISH_MAXI\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/P27B4F_20260618_144159_MAXI_CSS_ONLY_MOBILE_ACCESSIBILITY/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\P27B4F_20260618_144159_MAXI_CSS_ONLY_MOBILE_ACCESSIBILITY\index.html,207336,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_SHEETS/EXPORTS_CSV/RUN-20260620-120040/APPS_SCRIPT_PULL_FRESH/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_SHEETS\EXPORTS_CSV\RUN-20260620-120040\APPS_SCRIPT_PULL_FRESH\MVPQAIC_Index.html,5169160,False,Index-like file in MVP root scan; needs human confirmation.
40,historical_export_or_backup_evidence,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_EXPORTS/P27D6B_INTEGRATION_DESIGN_READONLY_20260618_163717/STAGED_APPS_SCRIPT_FILES_DO_NOT_PUSH/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_EXPORTS\P27D6B_INTEGRATION_DESIGN_READONLY_20260618_163717\STAGED_APPS_SCRIPT_FILES_DO_NOT_PUSH\MVPQAIC_Index.html,5155232,False,"Historical export/backup evidence; useful for comparison, not canonical by itself."
40,historical_export_or_backup_evidence,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_EXPORTS/P27D6C_MANUAL_APPS_SCRIPT_INTEGRATION_PACK_ONLY_20260618_165806/MANUAL_COPY_FILES/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_EXPORTS\P27D6C_MANUAL_APPS_SCRIPT_INTEGRATION_PACK_ONLY_20260618_165806\MANUAL_COPY_FILES\MVPQAIC_Index.html,5155232,False,"Historical export/backup evidence; useful for comparison, not canonical by itself."
40,historical_export_or_backup_evidence,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_EXPORTS/P48C_VISUAL_RUNTIME_FIX_TARGETED_20260619_132542/WORK_APPS_SCRIPT_PULL_COPY/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_EXPORTS\P48C_VISUAL_RUNTIME_FIX_TARGETED_20260619_132542\WORK_APPS_SCRIPT_PULL_COPY\MVPQAIC_Index.html,5172049,False,"Historical export/backup evidence; useful for comparison, not canonical by itself."
40,historical_export_or_backup_evidence,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_EXPORTS/P48C_VISUAL_RUNTIME_FIX_TARGETED_20260619_184030/WORK_APPS_SCRIPT_PULL_COPY/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_EXPORTS\P48C_VISUAL_RUNTIME_FIX_TARGETED_20260619_184030\WORK_APPS_SCRIPT_PULL_COPY\MVPQAIC_Index.html,5173406,False,"Historical export/backup evidence; useful for comparison, not canonical by itself."
0,python_generated_export_not_canonical,mvp_qaic_py_repo,python repo mvp_qaic_py,05_EXPORTS/P106_WEBAPP_STATIC_PREVIEW_DATA_EXPORT_20260622_103845/STATIC_PREVIEW/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P106_WEBAPP_STATIC_PREVIEW_DATA_EXPORT_20260622_103845\STATIC_PREVIEW\index.html,2603,False,"Python generated export, not validated WebApp source."
