rank,rel_path,suffix,size_bytes,source_kind,score,keyword_hits,excerpt
262,05_EXPORTS/P146_CORRECTION_QUEUE_UI_20260623_125709/P146_NICEGUI_CORRECTION_QUEUE_APP.py,.py,3790,EXPORT_ARCHIVE_REFERENCE,66,gem|json|human_review|human review|review_required|no broker,"REVIEW-001"",\n ""source"": ""P145_REVIEW_QUEUE"",\n ""suggested_action"": ""Lire la réponse, valider l\'extraction, puis préparer le prochain test réel."",\n ""title"": ""GEM response accepted for human review""\n },\n {\n ""apply_now"": false,\n ""blocked_actions"": [\n ""SHEET_WRITE"",\n ""AUTO_APPLY"",\n ""ORDER"",\n ""SIZING""\n ],\n ""human_review_required"": true,\n ""issue_type"": ""PROMPT_NEXT_TEST"",\n ""priority"": ""P2"",\n ""queue_id"": ""P146-PROMPT-002"",\n ""source"": ""P144_WORKFLOW"",\n ""suggested_action"": ""Choisir un prompt validé et consulter son contenu source."",\n ""title"": ""Next prompt workflow: 📘 PROMPT_LIBRARY""\n }\n ],\n ""next"": ""P147_OPERATOR_POLISH"",\n ""priority_counts"": {\n ""P1"": 1,\n ""P2"": 1\n },\n ""queue_item_count"": 2,\n ""run_id"": ""P146-CORRECTION-QUEUE-UI-20260623"",\n ""safety"": {\n ""apply_requires_explicit_future_go"": true,\n ""apps_script_execution"": false,\n ""auto_apply_gem_response"": false,\n ""br"
263,05_EXPORTS/P144_PROMPT_COCKPIT_WORKFLOWS_20260623_124209/P144_PROMPT_WORKFLOW_MODEL.json,.json,9142,EXPORT_ARCHIVE_REFERENCE,66,gem|json|human_review|review_required|decision|path_prompt_bonus,"{ ""cockpit_page_count"": 11, ""gates"": { ""allows_auto_apply"": false, ""allows_broker"": false, ""allows_sizing"": false, ""p145_gem_response_import_ready"": true, ""requires_human_review"": true }, ""generated_at_utc"": ""2026-06-23T00:00:00Z"", ""next"": ""P145_GEM_RESPONSE_IMPORT_E2E"", ""operator_flow"": [ ""select_prompt"", ""select_variant"", ""attach_context"", ""review_lexique_bridge"", ""copy_prompt"", ""queue_review"", ""import_gem_response_in_p145"" ], ""output_files"": { ""operator_actions_csv"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P144_PROMPT_COCKPIT_WORKFLOWS_20260623_124209\\P144_OPERATOR_ACTIONS.csv"", ""summary_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P144_PROMPT_COCKPIT_WORKFLOWS_20260623_124209\\P144_SUMMARY.json"", ""workflow_app_py"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Tr"
264,05_EXPORTS/P137_R1_RUFF_IMPORT_FIX_20260622_214321/P137_GEM_OUTPUT_CONTRACT.json,.json,1146,CURRENT_RUNTIME_CONTRACT_REFERENCE,66,gem|portfolio|image|json|human_review|review_required|risk|P132,"{ ""contract_id"": ""P137_GEM_OUTPUT_CONTRACT"", ""gem_id"": ""GEM_GENERAL_REVIEW"", ""prompt_profile"": ""P132_R2_MULTIMODAL_PORTFOLIO_USD"", ""language"": ""fr"", ""required_response_shape"": { ""human_summary_first"": true, ""json_fenced_block_required"": true, ""json_pretty_required"": true, ""technical_keys_keep_english"": true }, ""required_json_keys"": [ ""status"", ""gem_id"", ""prompt_profile"", ""reference_currency"", ""image_used"", ""image_usage_evidence"", ""portfolio_extract"", ""missing_data"", ""blockers"", ""human_review_required"", ""no_order_no_sizing"", ""safety"" ], ""required_enums"": { ""status"": [ ""OK"", ""REVIEW_REQUIRED"", ""BLOCKED"" ], ""image_used"": [ ""IMAGE_USED"", ""IMAGE_NOT_USED"", ""REVIEW_REQUIRED"" ], ""risk_level"": [ ""LOW"", ""MEDIUM"", ""HIGH"", ""REVIEW"" ] }, ""hard_safety"": { ""human_review_required"": true, ""no_order_no_sizing"": true, ""no_broker_execution"": true, ""no_auto_apply"": true, ""no_invented_portfolio_data"": true }"
265,05_EXPORTS/P109_CANONICAL_INDEX_READONLY_AUDIT_PATCH_PLAN_20260622_111700/P109_UI_POLISH_PATCH_PLAN_READONLY.md,.md,1520,EXPORT_ARCHIVE_REFERENCE,66,portfolio|capture|image|json|review_required|decision,"the validated WebApp shell. - **P0 — bind_json_data_packs**: Plan binding of webapp_pack/context_pack/prompt_payload/admin_status to the canonical UI. - **P1 — portfolio_modes_visibility**: Show portfolio modes: none, pasted_text, structured, image_capture. - **P1 — prompt_benchmark_visibility**: Show quality, public safety, completeness, usefulness, missing_data and blockers. - **P1 — admin_monitor_separation**: Keep ADMIN_MONITOR.html internal and separate from public UI shell. - **P0 — public_deploy_gate**: Public deployment stays blocked until explicit approval. ## Allowed next actions - `HUMAN_CONFIRM_CANONICAL_INDEX` - `PREPARE_UI_POLISH_PATCH_PLAN_ONLY` - `PREPARE_DATA_BINDING_PATCH_AFTER_APPROVAL` ## Forbidden next actions - `EDIT_INDEX_HTML_NOW` - `OVERWRITE_INDEX_HTML` - `GENERATE_PUBLIC_INDEX_HTML` - `CLASP_PUSH` - `APPS_SCRIPT_EXECUTION` - `PUBLIC_DEPLOY_WITHOUT_APPROVAL` - `"
266,05_EXPORTS/P132_R1_FRENCH_RESPONSE_JSON_STABLE_20260622_175827/P132_CONTRACT.json,.json,2252,CURRENT_RUNTIME_CONTRACT_REFERENCE,65,gem|portfolio|image|revolut|json|human_review|human review|review_required|decision|P132|p132_p133_demote_runtime_contract_only,"{ ""allowed"": [ ""attach Revolut X image directly in GEM"", ""paste optional Revolut X copied text in the same prompt"", ""ask GEM for one final structured portfolio review"", ""require proof that the image was used"", ""require USD output schema"", ""require human review before any use"" ], ""architecture_decision"": ""The Revolut X image is attached directly to the main GEM portfolio prompt. There is no separate preliminary image-reading step."", ""contract"": ""P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT"", ""forbidden"": [ ""separate first-pass GEM extraction as mandatory workflow"", ""invented_portfolio_data"", ""auto_apply_gem_response"", ""broker_execution"", ""order_execution"", ""auto_sizing"", ""apps_script_execution"", ""sheet_write"", ""clasp_push"", ""public_deploy"", ""revolutx_real_access_from_mvp"" ], ""json_keys_language"": ""en_stable"", ""outputs"": [ ""P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md"", ""P132_EXPECTED_GEM_OUTP"
267,mvp_qaic_py/p157_prompt_patch_candidate_review_or_apply_gate.py,.py,13640,CURRENT_RUNTIME_CONTRACT_REFERENCE,64,gem|portfolio|json|human_review|human review|review_required|decision|P132|P133|path_prompt_bonus,"7_READY_STATUS = ""P157_PROMPT_PATCH_CANDIDATE_REVIEW_READY_ONLY"" P157_BLOCKED_STATUS = ""P157_STOP_PATCH_CANDIDATE_REVIEW_BLOCKED"" PROMPT_SOURCE_ID = ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"" FORBIDDEN_EXACT_MARKERS = ( ""apply_allowed=true"", ""apply_now=yes"", ""prompt_source_modified=true"", ""google_sheets_write=true"", ""public_deploy=true"", ""no_auto_apply_gem_response=false"", ) FORBIDDEN_PHRASES = ( ""buy now"", ""sell now"", ""place order"", ""post order"", ""execute order"", ""execute trade"", ""send order"", ""market order"", ""limit order"", ""auto apply enabled"", ""auto-apply enabled"", ""automatic apply"", ""auto sizing"", ""auto-sizing enabled"", ""broker execution"", ) REQUIRED_SAFE_HINTS = ( ""sans apply automatique"", ""review-only"", ""human review"", ""no apply"", ""apply_allowed=false"", ) @dataclass(frozen=True) class P156Source: source_dir: str summary_path: str candidate_path: str summary: dict[str, Any] candidate_t"
268,mvp_qaic_py/p139_nicegui_historical_cockpit_metadata.py,.py,18681,SUPPORTING_PROMPT_CONTEXT,64,gem|capture|json|no broker|path_historical_bonus,"s_read"": True, ""google_sheets_write"": False, ""apps_script_execution"": False, ""clasp_push"": False, ""broker"": False, ""order"": False, ""sizing"": False, ""auto_apply_gem_response"": False, ""public_deploy"": False, ""secrets_exported"": False, } @dataclass(frozen=True) class CaptureRequest: spreadsheet_id: str output_dir: Path run_id: str generated_at_utc: str max_header_rows: int repo_root: Path | None live_read: bool def utc_now_iso() -> str: return datetime.now(UTC).replace(microsecond=0).isoformat().replace(""+00:00"", ""Z"") def quote_sheet_name(title: str) -> str: return ""'"" + title.replace(""'"", ""''"") + ""'"" def get_access_token() -> str: for env_name in (""MVP_QAIC_GOOGLE_ACCESS_TOKEN"", ""GOOGLE_OAUTH_ACCESS_TOKEN""): value = os.environ.get(env_name) if value: return value.strip() # Prefer ADC because P138C-R9 created a custom OAuth ADC token with Sheets/Drive scopes. commands = [ [""gcloud"", ""auth"","
269,06_REPORTS/P75B_SHEETS_READONLY_CONTRACT_MAP_20260621_142127/P75B_SHEETS_CONTRACT_MAP.csv,.csv,1447,SUPPORTING_PROMPT_CONTEXT,64,json|human_review|review_required|decision|no broker|no order|no sizing,"1"",""INPUT_TRADE_PLAN_REVIEW"",""Human-facing input/review of one trade plan candidate"",""FUTURE_IMPORT_ONLY"",""LOCAL_CONTRACT_ONLY"",""local_mvp_cli_stdout_or_manual_json"",""run_id"",""YES"",""NO"",""NO"",""No order, no sizing, no broker fields can trigger execution"" ""TAB-002"",""DECISION_JOURNAL_IMPORT"",""Append-only future import of local decision_journal.jsonl lines"",""FUTURE_APPEND_ONLY_AFTER_GATE"",""LOCAL_CONTRACT_ONLY"",""outputs/journal/decision_journal.jsonl"",""run_id"",""YES"",""NO"",""NO"",""Must preserve source_file and evidence_path"" ""TAB-003"",""OPERATOR_REVIEW_IMPORT"",""Future import of operator review pack metadata"",""FUTURE_IMPORT_ONLY_AFTER_GATE"",""LOCAL_CONTRACT_ONLY"",""outputs/review_pack/operator_review.json"",""run_id"",""YES"",""NO"",""NO"",""Markdown review remains evidence file, Sheet stores summary"" ""TAB-004"",""RUNTIME_STATUS_VIEW"",""Dashboard-ready status view for local MVP runs"",""DERIVED_VIEW_CONTRACT"",""LOCAL"
270,05_EXPORTS/P154_PROMPT_CORRECTION_APPLY_PLAN_OR_STOP_20260623_144922/P154_PROMPT_CORRECTION_APPLY_PLAN_REPORT.json,.json,5161,CURRENT_RUNTIME_CONTRACT_REFERENCE,64,gem|portfolio|image|json|human_review|review_required|decision|P132|P133|path_prompt_bonus,"P132/P133 pour demander explicitement : image evidence, devise, réconciliation totale, missing_data, no_order_no_sizing, NO_AUTO_APPLY."", ""source"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", ""source_action_id"": ""P153-PROMPT-IMPROVEMENT-001"", ""status"": ""READY_FOR_HUMAN_REVIEW"" } ], ""prompt_edit_candidate_count"": 1, ""prompt_source_id"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", ""run_id"": ""P154-PROMPT-CORRECTION-APPLY-PLAN-OR-STOP-20260623"", ""safety"": { ""apply_plan_only"": true, ""apps_script_execution"": false, ""auto_apply_gem_response"": false, ""broker"": false, ""clasp_push"": false, ""google_sheets_write"": false, ""human_review_required"": true, ""live_google_sheets_read"": false, ""order"": false, ""prompt_source_modified"": false, ""public_deploy"": false, ""review_only"": true, ""sizing"": false }, ""source_p152_status"": ""P152_REAL_GEM_RESPONSE_IMPORTED_LOCAL_REVIEW"", ""source_p152_validation_status"": ""VALIDAT"
271,05_EXPORTS/P137_R1_RUFF_IMPORT_FIX_20260622_214321/P137_SOURCE_PROMPT_COPY.md,.md,1259,EXPORT_ARCHIVE_REFERENCE,64,gem|image|json|human review|décision|no broker|no order|no sizing|P132|P133|path_prompt_bonus,"# P136C — Prompt Corrections Queue Selected GEM: `GEM_GENERAL_REVIEW` | correction_id | priority | status | scope | issue | proposed_fix | |---|---:|---|---|---|---| | P136_PROMPT_001 | HIGH | TODO | GEM_SELECTION | Le cockpit doit permettre le choix contrôlé du Gem actif. | Utiliser uniquement gem_id depuis ACTIVE_GEM_PROFILES. | | P136_PROMPT_002 | HIGH | TODO | P132_R2_OUTPUT_FORMAT | Renforcer la sortie résumé lisible + JSON pretty fenced. | Ajouter un garde-fou de format dans la prochaine correction de prompt. | | P136_PROMPT_003 | MEDIUM | TODO | IMAGE_USAGE_EVIDENCE | Rendre la preuve d'utilisation image plus visible pour human review. | Exiger un court champ/texte d'évidence image_used avant JSON. | | P136_PROMPT_004 | MEDIUM | TODO | STITCH_UI_LOGIC | Aligner les prompts avec la logique UI Stitch/NiceGUI. | Synchroniser les écrans prompt, import réponse, P133 gate et corrections"
272,05_EXPORTS/P136C_R1_TEST_IMPORT_FIX_20260622_211016/P136_PROMPT_CORRECTIONS_QUEUE.md,.md,1259,EXPORT_ARCHIVE_REFERENCE,64,gem|image|json|human review|décision|no broker|no order|no sizing|P132|P133|path_prompt_bonus,"# P136C — Prompt Corrections Queue Selected GEM: `GEM_GENERAL_REVIEW` | correction_id | priority | status | scope | issue | proposed_fix | |---|---:|---|---|---|---| | P136_PROMPT_001 | HIGH | TODO | GEM_SELECTION | Le cockpit doit permettre le choix contrôlé du Gem actif. | Utiliser uniquement gem_id depuis ACTIVE_GEM_PROFILES. | | P136_PROMPT_002 | HIGH | TODO | P132_R2_OUTPUT_FORMAT | Renforcer la sortie résumé lisible + JSON pretty fenced. | Ajouter un garde-fou de format dans la prochaine correction de prompt. | | P136_PROMPT_003 | MEDIUM | TODO | IMAGE_USAGE_EVIDENCE | Rendre la preuve d'utilisation image plus visible pour human review. | Exiger un court champ/texte d'évidence image_used avant JSON. | | P136_PROMPT_004 | MEDIUM | TODO | STITCH_UI_LOGIC | Aligner les prompts avec la logique UI Stitch/NiceGUI. | Synchroniser les écrans prompt, import réponse, P133 gate et corrections"
273,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_P124_HANDOFF/run_notes.md,.md,360,EXPORT_ARCHIVE_REFERENCE,64,gem|portfolio|image|human_review|path_prompt_bonus,r manually before any GEM prompt use. Safety: - HUMAN_REVIEW_ONLY - MANUAL_TRANSCRIPTION_REQUIRED - NO_OCR_CLAIM - NO_AUTOMATED_VISUAL_EXTRACTION - NO_INVENTED_PORTFOLIO_DATA - NO_BROKER - NO_ORDER - NO_SIZING - NO_AUTO_APPLY_GEM_RESPONSE
274,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_OPERATOR_COMMANDS.md,.md,1756,EXPORT_ARCHIVE_REFERENCE,64,gem|portfolio|image|human_review|path_prompt_bonus,"ULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559\P130_P124_HANDOFF ``` Use `portfolio_input.txt` as the portfolio input for the manual GEM prompt flow. ## Step 2 — Paste GEM answer Paste the GEM answer into: ```text G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559\P130_P124_HANDOFF\gem_response.txt ``` ## Step 3 — Run P125 review UX ```powershell python -m mvp_qaic_py.gem_manual_test_review_pack --output-dir ""G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559\P130_P125_REVIEW_OUTBOX"" --p124-run-dir ""G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P130_OPERATOR_E2"
275,05_EXPORTS/P121_DAILY_GEM_LOOP_E2E_LOCAL_SMOKE_20260622_144950/P121_STEP_P118_DAILY_SHORTCUT/P118_DAILY_README.md,.md,533,EXPORT_ARCHIVE_REFERENCE,64,gem|portfolio|capture|revolut|human_review,# P118 Daily GEM Operator Shortcut ## What this does Creates a daily local runtime pack and a GEM copy-paste prompt. ## Fast path 1. Create `portfolio_input.txt` locally. 2. Run the pasted-text command from `P118_DAILY_COMMANDS.md`. 3. Open `P118_RUNTIME_PACK/P116_GEM_PROMPT_COPY_PASTE.md`. 4. Copy it into GEM manually. 5. Save GEM response for P119 response capture/review queue. ## Safety - HUMAN_REVIEW_ONLY. - NO_OCR_CLAIM. - NO_BROKER / NO_ORDER / NO_AUTO_SIZING. - NO_REVOLUTX_REAL_ACCESS_FROM_MVP.
276,05_EXPORTS/P121_DAILY_GEM_LOOP_E2E_LOCAL_SMOKE_20260622_144950/P121_STEP_P118_DAILY_SHORTCUT/P118_DAILY_COMMANDS.md,.md,787,EXPORT_ARCHIVE_REFERENCE,64,gem|portfolio|capture|image|human review,"s ## Recommended: pasted text file ```powershell python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_REVIEW"" --pasted-text-file ""portfolio_input.txt"" --notes ""Daily manual portfolio review. Human review only."" --run-id ""DAILY-GEM-REVIEW"" ``` ## Screenshot reference mode ```powershell python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_IMAGE_REVIEW"" --image-reference ""portfolio_capture.png"" --notes ""Image reference only. No OCR claim."" --run-id ""DAILY-GEM-IMAGE-REVIEW"" ``` ## Local smoke/sample mode ```powershell python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_SAMPLE"" --use-default-sample --run-id ""DAILY-GEM-SAMPLE"" ```"
277,05_EXPORTS/P118_GEM_DAILY_OPERATOR_SHORTCUT_20260622_133524/P118_DAILY_README.md,.md,533,EXPORT_ARCHIVE_REFERENCE,64,gem|portfolio|capture|revolut|human_review,# P118 Daily GEM Operator Shortcut ## What this does Creates a daily local runtime pack and a GEM copy-paste prompt. ## Fast path 1. Create `portfolio_input.txt` locally. 2. Run the pasted-text command from `P118_DAILY_COMMANDS.md`. 3. Open `P118_RUNTIME_PACK/P116_GEM_PROMPT_COPY_PASTE.md`. 4. Copy it into GEM manually. 5. Save GEM response for P119 response capture/review queue. ## Safety - HUMAN_REVIEW_ONLY. - NO_OCR_CLAIM. - NO_BROKER / NO_ORDER / NO_AUTO_SIZING. - NO_REVOLUTX_REAL_ACCESS_FROM_MVP.
278,05_EXPORTS/P118_GEM_DAILY_OPERATOR_SHORTCUT_20260622_133524/P118_DAILY_COMMANDS.md,.md,787,EXPORT_ARCHIVE_REFERENCE,64,gem|portfolio|capture|image|human review,"s ## Recommended: pasted text file ```powershell python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_REVIEW"" --pasted-text-file ""portfolio_input.txt"" --notes ""Daily manual portfolio review. Human review only."" --run-id ""DAILY-GEM-REVIEW"" ``` ## Screenshot reference mode ```powershell python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_IMAGE_REVIEW"" --image-reference ""portfolio_capture.png"" --notes ""Image reference only. No OCR claim."" --run-id ""DAILY-GEM-IMAGE-REVIEW"" ``` ## Local smoke/sample mode ```powershell python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_SAMPLE"" --use-default-sample --run-id ""DAILY-GEM-SAMPLE"" ```"
279,05_EXPORTS/P115_MODULE_MIGRATION_INVENTORY_APPS_SCRIPT_TO_PYTHON_20260622_130037/P115_MIGRATION_BOUNDARY_CONTRACT.json,.json,1259,EXPORT_ARCHIVE_REFERENCE,64,portfolio|revolut|json|human_review|risk|decision,"olicy"": ""DO_NOT_EDIT_OR_MIGRATE_NOW_SEPARATE_BATCH_REQUIRED"", ""mvp_allowed_scope"": [ ""lexique"", ""webapp_static_data_packs"", ""prompts"", ""methods"", ""benchmark"", ""portfolio_review_human_review_only"", ""decision_review_exports"" ], ""mvp_forbidden_scope"": [ ""revolutx_real_access"", ""broker_execution"", ""order_execution"", ""cancel_order"", ""replace_order"", ""auto_sizing"", ""secret_storage"", ""public_deploy_in_this_batch"", ""apps_script_live_execution"", ""sheet_write"", ""clasp_push"" ], ""qaic_private_scope"": [ ""risk_engine"", ""revolutx_adapter"", ""broker_contracts"", ""execution_capable_but_locked"", ""private_backend"" ], ""safety_markers"": [ ""MVP_PUBLIC_SCOPE"", ""HUMAN_REVIEW_ONLY"", ""NO_INDEX_EDIT"", ""NO_CLASP"", ""NO_APPS_SCRIPT_EXECUTION"", ""NO_SHEET_WRITE"", ""NO_PUBLIC_DEPLOY"", ""NO_BROKER"", ""NO_ORDER"", ""NO_CANCEL"", ""NO_REPLACE_ORDER"", ""NO_AUTO_SIZING"", ""NO_REVOLUTX_REAL_ACCESS_FROM_MVP"", ""QAIC_BACKEND_PRIVATE_SEPARA"
280,05_EXPORTS/P115_MODULE_MIGRATION_INVENTORY_20260622_131544/P115_MIGRATION_BOUNDARY_CONTRACT.json,.json,1173,EXPORT_ARCHIVE_REFERENCE,64,portfolio|revolut|json|human_review|risk|decision,"olicy"": ""DO_NOT_EDIT_OR_MIGRATE_NOW_SEPARATE_BATCH_REQUIRED"", ""mvp_allowed_scope"": [ ""lexique"", ""webapp_static_data_packs"", ""prompts"", ""methods"", ""benchmark"", ""portfolio_review_human_review_only"", ""decision_review_exports"" ], ""mvp_forbidden_scope"": [ ""revolutx_real_access"", ""broker_execution"", ""order_execution"", ""auto_sizing"", ""secret_storage"", ""public_deploy_in_this_batch"", ""apps_script_live_execution"", ""sheet_write"", ""clasp_push"" ], ""qaic_private_scope"": [ ""risk_engine"", ""revolutx_adapter"", ""broker_contracts"", ""execution_capable_but_locked"", ""private_backend"" ], ""safety_markers"": [ ""MVP_PUBLIC_SCOPE"", ""HUMAN_REVIEW_ONLY"", ""NO_INDEX_EDIT"", ""NO_CLASP"", ""NO_APPS_SCRIPT_EXECUTION"", ""NO_SHEET_WRITE"", ""NO_PUBLIC_DEPLOY"", ""NO_BROKER"", ""NO_ORDER"", ""NO_AUTO_SIZING"", ""NO_REVOLUTX_REAL_ACCESS_FROM_MVP"", ""QAIC_BACKEND_PRIVATE_SEPARATE"" ], ""version"": ""MVP_QAIC_P115_MODULE_MIGRATION_INVENTORY_0_1_0_"
281,05_EXPORTS/P102_COCKPIT_MIGRATION_SELECTOR_R5_20260622_084412/P102_COCKPIT_MIGRATION_SELECTOR.csv,.csv,226581,EXPORT_ARCHIVE_REFERENCE,64,portfolio|revolut|json|human_review|risk|decision,"_SOURCE_CANDIDATES_FOR_PYTHON_MIGRATION.csv"",""SHEET_STATIC_OR_EVIDENCE"",""PYTHON_LOGIC"",""P0"",""READY_FOR_P103"",""METHOD_LIBRARY | SIGNAL_LIBRARY | RISK_PLAYBOOK | PORTFOLIO_SNAPSHOT | REVOLUT_X_READONLY_CONTRACT | QAIC_RUNTIME_BRIDGE_STATUS"",""QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS"",""LOW_READ_ONLY_SOURCE_PRESERVED"",""P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed"",""05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_SOURCE_CANDIDATES_FOR_PYTHON_MIGRATION.csv"",""Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."" ""cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_173607"",""05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_SOURCE_INVENTORY.csv"",""SHEET_STATIC_OR_EVIDENCE"",""PYTHON_LOGIC"",""P0"","
282,tests/test_multimodal_gem_image_prompt_usd_contract_p132.py,.py,12158,CURRENT_RUNTIME_CONTRACT_REFERENCE,63,gem|portfolio|capture|image|revolut|json|human_review|review_required|decision|P132|P133|path_prompt_bonus|p132_p133_demote_runtime_contract_only,"_usd_contract( MultimodalGemImagePromptUsdContractRequest(output_dir=tmp_path / ""out"", exports_dir=exports) ) prompt = (tmp_path / ""out"" / ""P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md"").read_text( encoding=""utf-8"" ) assert ""The image is part of this main prompt"" in prompt assert ""Do not ask for or create a separate preliminary step"" in prompt assert ""Reference currency is USD"" in prompt def test_p132_prompt_requires_image_usage_evidence(tmp_path): exports = tmp_path / ""05_EXPORTS"" _make_p131(exports) write_multimodal_gem_image_prompt_usd_contract( MultimodalGemImagePromptUsdContractRequest(output_dir=tmp_path / ""out"", exports_dir=exports) ) prompt = (tmp_path / ""out"" / ""P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md"").read_text( encoding=""utf-8"" ) assert ""image_used"" in prompt assert ""image_usage_evidence.status"" in prompt assert ""visual_evidence_summary"" in prompt assert ""IMAGE_NOT_USED_OR_NOT_EVI"
283,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_CONTRACT.json,.json,2576,CURRENT_RUNTIME_CONTRACT_REFERENCE,63,gem|portfolio|image|revolut|json|human_review|human review|review_required|decision|P132|P133|path_prompt_bonus|p132_p133_demote_runtime_contract_only,"{ ""allowed"": [ ""attach Revolut X image directly in GEM"", ""paste optional Revolut X copied text in the same prompt"", ""ask GEM for one final structured portfolio review"", ""require proof that the image was used"", ""require USD output schema"", ""require human review before any use"" ], ""architecture_decision"": ""The Revolut X image is attached directly to the main GEM portfolio prompt. There is no separate preliminary image-reading step."", ""contract"": ""P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT"", ""forbidden"": [ ""separate first-pass GEM extraction as mandatory workflow"", ""invented_portfolio_data"", ""auto_apply_gem_response"", ""broker_execution"", ""order_execution"", ""auto_sizing"", ""apps_script_execution"", ""sheet_write"", ""clasp_push"", ""public_deploy"", ""revolutx_real_access_from_mvp"" ], ""human_readable_summary_required"": true, ""json_keys_language"": ""en_stable"", ""no_minified_json_for_operator_review"""
284,mvp_qaic_py/p159_prompt_patch_runtime_smoke_or_rollback_gate.py,.py,11026,CURRENT_RUNTIME_CONTRACT_REFERENCE,62,gem|portfolio|image|json|human review|decision|no broker|P132|P133|path_prompt_bonus,"not prompt_function_found: blockers.append(""PROMPT_ATTRS_INCONSISTENT"") return P159Summary( STATUS=status, P159_STATUS=p159_status, PROMPT_SOURCE_ID=""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", SOURCE_P158_R5_STATUS=text_from_summary(p158_summary, ""P158_R5_STATUS""), SOURCE_P158_R5_DIR=str(p158_summary_path.parent), SOURCE_PROMPT_FILE=str(repo_root / PROMPT_SOURCE_REL), PATCH_MARKER_FOUND=patch_marker_found, SOURCE_IMPORT_OK=source_import_ok, RUNTIME_SMOKE_OK=runtime_smoke_ok, PROMPT_CONTRACT_FUNCTION_FOUND=prompt_function_found, UNSAFE_RUNTIME_MARKER_COUNT=len(unsafe_patterns), SAFETY_MARKER_COUNT=safety_marker_count, ROLLBACK_REQUIRED=not runtime_smoke_ok, APPLY_ALLOWED=False, SOURCE_PATCH_APPLIED=True, PROMPT_SOURCE_MODIFIED=True, GOOGLE_SHEETS_WRITE=False, LIVE_GOOGLE_SHEETS_READ=False, PUBLIC_DEPLOY=False, NO_APPS_SCRIPT_EXECUTION=True, NO_CLASP_PUSH=True, NO_BROKER=True, NO_ORDER=True,"
