status,source,target,sha256,bytes,row,source_relative_path,target_relative_path,mode,r5_bucket
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🧭 P1D2_JOURNAL_CORE_CONSOLIDATION_RUNBOOK_0.4.6.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🧭 P1D2_JOURNAL_CORE_CONSOLIDATION_RUNBOOK_0.4.6.md,be45d674e2e8355cd943a37c78b0ce17d65aa747568787c63d5aca8572d40a9e,1336,31,01_DOCS/RUNBOOK/🧭 P1D2_JOURNAL_CORE_CONSOLIDATION_RUNBOOK_0.4.6.md,FINAL/fusion_inbox_R6/RUNBOOK/🧭 P1D2_JOURNAL_CORE_CONSOLIDATION_RUNBOOK_0.4.6.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P1_PROMPT_QUALITY_CORE_FUSION_0.5.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P1_PROMPT_QUALITY_CORE_FUSION_0.5.0.md,37774df9cff0af9d0605ef1e95bd207a1b6ea809a0e277864a18beb483c84442,3133,32,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P1_PROMPT_QUALITY_CORE_FUSION_0.5.0.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P1_PROMPT_QUALITY_CORE_FUSION_0.5.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P1G_PROMPT_LIBRARY_CONTRACT_0.6.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P1G_PROMPT_LIBRARY_CONTRACT_0.6.0.md,46a126ba79aaa33189a737fdcac9396047231fe129406bfedab1fdaabc5bbdcb,2066,33,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P1G_PROMPT_LIBRARY_CONTRACT_0.6.0.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P1G_PROMPT_LIBRARY_CONTRACT_0.6.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\COMPARATIF_MVP_QAIC_CLASP_VS_QAIC_V25_0.1.1.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\COMPARATIF_MVP_QAIC_CLASP_VS_QAIC_V25_0.1.1.md,fb2f77018f7908fd92f20b58297aa0c9705d0aa85d322849c03b869d94335a91,1500,34,01_DOCS/RUNBOOK/COMPARATIF_MVP_QAIC_CLASP_VS_QAIC_V25_0.1.1.md,FINAL/fusion_inbox_R6/RUNBOOK/COMPARATIF_MVP_QAIC_CLASP_VS_QAIC_V25_0.1.1.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.1.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.1.md,e5e82b2945e37de53d1580084ce91d97956c3e54584d7eb549e10fbdd9f56611,1108,35,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.1.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.1.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.3.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.3.md,dfdbf0a7d07a528b2427c57513f049d43f239a2f598b8d87cf7775c17df78ff9,2521,36,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.3.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.3.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.4.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.4.md,7653009aef136184da7cc60be4213f106fb388cced6373b03a58cebefae2f8e0,2521,37,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.4.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.4.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.5.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.5.md,b0e1cb646c0357669c8b89f5487491a07388a3791b9f30fde35b069ddcedacee,802,38,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.5.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_CLASP_GIT_EXPORT_0.1.5.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P1I_SHEET_INVENTORY_CROSS_AUDIT_0.7.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P1I_SHEET_INVENTORY_CROSS_AUDIT_0.7.0.md,8352f17fc59f72727ad69d0b2df93686ab31f1be336a508c51d62232dcf4b0de,1234,39,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P1I_SHEET_INVENTORY_CROSS_AUDIT_0.7.0.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P1I_SHEET_INVENTORY_CROSS_AUDIT_0.7.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.0.md,6e16be05546bb1bcac9eed8c687d7792d1ecc119436f9bc7b7c3c94796cce403,1081,40,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.0.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.1.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.1.md,bd703b3e0e7e7b68a915c98e6bcae688b7715f6ccaef3f2fcb98c89ce52cb02c,507,41,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.1.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2A_LEXIQUE_METHODS_SIGNALS_CORE_0.8.1.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2A_FINAL_LEXIQUE_MASTER_SEARCH_0.9.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2A_FINAL_LEXIQUE_MASTER_SEARCH_0.9.0.md,51d8eca0da3c714dd9af78766d1dc1884e655e064ee38eda3f63cfd4a73c9282,821,42,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2A_FINAL_LEXIQUE_MASTER_SEARCH_0.9.0.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2A_FINAL_LEXIQUE_MASTER_SEARCH_0.9.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\README_MVP_QAIC_P2B_GEM_ADAPTIVE_PROMPT_LOOP_0.7.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\README_MVP_QAIC_P2B_GEM_ADAPTIVE_PROMPT_LOOP_0.7.0.md,c8f9f286f42171321f80deb00b7651decf904c8c82b3241150dbfa736ddbf6dd,1473,43,01_DOCS/RUNBOOK/README_MVP_QAIC_P2B_GEM_ADAPTIVE_PROMPT_LOOP_0.7.0.md,FINAL/fusion_inbox_R6/RUNBOOK/README_MVP_QAIC_P2B_GEM_ADAPTIVE_PROMPT_LOOP_0.7.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_P2D_PROMPT_LIBRARY_BASELINE_SAFE_0.7.3.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_P2D_PROMPT_LIBRARY_BASELINE_SAFE_0.7.3.md,ea948a54e77c65083a6ed14ab0cd48436774afa133512e080ff22409435421e8,1000,44,01_DOCS/RUNBOOK/RUNBOOK_P2D_PROMPT_LIBRARY_BASELINE_SAFE_0.7.3.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_P2D_PROMPT_LIBRARY_BASELINE_SAFE_0.7.3.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_0.9.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_0.9.0.md,c3d1129e82c04fd298856f1fd09a5282892da02f611e0a3e86b51018e42aa22a,3040,45,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_0.9.0.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_0.9.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_FUSED_0.9.1.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_FUSED_0.9.1.md,09e7c343b901dfa225bb738b9eab4fcce12383fc53e428ba9945cf0f53696ed1,1643,46,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_FUSED_0.9.1.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2G_PROMPT_RUNTIME_CATALOG_SYNC_FUSED_0.9.1.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2H_PROMPT_TEMPLATE_TO_COPY_0.9.2.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2H_PROMPT_TEMPLATE_TO_COPY_0.9.2.md,5d87432624757e94190f77577804170dab8c93bb3affcbcc28cdf4c83c10ebd8,1318,47,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2H_PROMPT_TEMPLATE_TO_COPY_0.9.2.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2H_PROMPT_TEMPLATE_TO_COPY_0.9.2.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2R_1.0.8.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2R_1.0.8.md,40bc0756fd76bd97861cd42d22bfbe8cd7b473a3ff34c9ec5a963bc92cf8e0d6,1403,48,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2R_1.0.8.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2R_1.0.8.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P2T_FINAL_CLEAN_UI_BEFORE_REPROCESS_1.1.0_SAFE.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\RUNBOOK_MVP_QAIC_P2T_FINAL_CLEAN_UI_BEFORE_REPROCESS_1.1.0_SAFE.md,6f0901dbb5ddb5ee9917caf5a8c283234bc40a5129561e9bb38cde500c6a92a5,1513,49,01_DOCS/RUNBOOK/RUNBOOK_MVP_QAIC_P2T_FINAL_CLEAN_UI_BEFORE_REPROCESS_1.1.0_SAFE.md,FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2T_FINAL_CLEAN_UI_BEFORE_REPROCESS_1.1.0_SAFE.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🧭 RUNBOOK_MVP_QAIC_APPSHEET_MANUAL_BUILD_0.6.2.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🧭 RUNBOOK_MVP_QAIC_APPSHEET_MANUAL_BUILD_0.6.2.md,144c6477df530f5bbaa64ce1eb8d614858abb770c54dcc27fc554f2c6a6089ac,2234,50,01_DOCS/RUNBOOK/🧭 RUNBOOK_MVP_QAIC_APPSHEET_MANUAL_BUILD_0.6.2.md,FINAL/fusion_inbox_R6/RUNBOOK/🧭 RUNBOOK_MVP_QAIC_APPSHEET_MANUAL_BUILD_0.6.2.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\CHAT_DEV_RULES_073\RUNBOOK_CHAT_DEV_DELIVERY_RULES_0.7.3.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\CHAT_DEV_RULES_073\RUNBOOK_CHAT_DEV_DELIVERY_RULES_0.7.3.md,b5ac3be7dabb559039dc5eb8d3ad137b22445f6c1c08afd7b690ea9e084d1819,1182,51,01_DOCS/RUNBOOK/CHAT_DEV_RULES_073/RUNBOOK_CHAT_DEV_DELIVERY_RULES_0.7.3.md,FINAL/fusion_inbox_R6/RUNBOOK/CHAT_DEV_RULES_073/RUNBOOK_CHAT_DEV_DELIVERY_RULES_0.7.3.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PROMPTS\README_PROMPTS_PLACEHOLDER.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PROMPTS\README_PROMPTS_PLACEHOLDER.md,34b1124f2b714c28fd5d50c597abe48b946d0ce1c2621a853e816b879ce0440e,80,52,01_DOCS/PROMPTS/README_PROMPTS_PLACEHOLDER.md,FINAL/fusion_inbox_R6/PROMPTS/README_PROMPTS_PLACEHOLDER.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PROMPTS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PROMPTS\🤖 ANTIGRAVITY_P0A_KNOWLEDGE_BASE_PROMPT_0.2.2.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PROMPTS\🤖 ANTIGRAVITY_P0A_KNOWLEDGE_BASE_PROMPT_0.2.2.md,2112e9cf8704cf5bb542fefbc0e0a8ee792ec4f485f94193aa960c044244595f,2695,53,01_DOCS/PROMPTS/🤖 ANTIGRAVITY_P0A_KNOWLEDGE_BASE_PROMPT_0.2.2.md,FINAL/fusion_inbox_R6/PROMPTS/🤖 ANTIGRAVITY_P0A_KNOWLEDGE_BASE_PROMPT_0.2.2.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PROMPTS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PROMPTS\✅ ANTIGRAVITY_P0A_ACCEPTANCE_CRITERIA_0.2.2.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PROMPTS\✅ ANTIGRAVITY_P0A_ACCEPTANCE_CRITERIA_0.2.2.md,792c7084a96b1c783605726c2f738e1ca72595453fc2aedfffc1d46f42e449fe,880,54,01_DOCS/PROMPTS/✅ ANTIGRAVITY_P0A_ACCEPTANCE_CRITERIA_0.2.2.md,FINAL/fusion_inbox_R6/PROMPTS/✅ ANTIGRAVITY_P0A_ACCEPTANCE_CRITERIA_0.2.2.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PROMPTS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PROMPTS\🧱 ANTIGRAVITY_P0A_WORKSPACE_TREE_0.2.2.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PROMPTS\🧱 ANTIGRAVITY_P0A_WORKSPACE_TREE_0.2.2.md,9b483f58f3006ff06f318733cab4be8120dcd29db8d4dbf7539ca68ea478c896,748,55,01_DOCS/PROMPTS/🧱 ANTIGRAVITY_P0A_WORKSPACE_TREE_0.2.2.md,FINAL/fusion_inbox_R6/PROMPTS/🧱 ANTIGRAVITY_P0A_WORKSPACE_TREE_0.2.2.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PROMPTS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PROMPTS\📝 DECISION_JOURNAL_ENTRY_PROMPT_MVP_QAIC_0.4.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PROMPTS\📝 DECISION_JOURNAL_ENTRY_PROMPT_MVP_QAIC_0.4.0.md,f29609b2013ff9270e388f4e5058b0c65782bf067b873e0f4530143b9817de9f,941,56,01_DOCS/PROMPTS/📝 DECISION_JOURNAL_ENTRY_PROMPT_MVP_QAIC_0.4.0.md,FINAL/fusion_inbox_R6/PROMPTS/📝 DECISION_JOURNAL_ENTRY_PROMPT_MVP_QAIC_0.4.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PROMPTS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PROMPTS\🧠 GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PROMPTS\🧠 GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.0.md,c28a435b69a159064083ce531585596333d7d2a7bb3607613091bda8dd54a943,1425,57,01_DOCS/PROMPTS/🧠 GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.0.md,FINAL/fusion_inbox_R6/PROMPTS/🧠 GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PROMPTS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PROMPTS\🧠 FIRST_REAL_GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.1.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PROMPTS\🧠 FIRST_REAL_GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.1.md,1d70b93630468c94289f9095a90bd0dc4d525369481be1ff1aeafc0ec8b358f8,1783,58,01_DOCS/PROMPTS/🧠 FIRST_REAL_GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.1.md,FINAL/fusion_inbox_R6/PROMPTS/🧠 FIRST_REAL_GPT_RESPONSE_AUDIT_PROMPT_MVP_QAIC_0.4.1.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PROMPTS_CANDIDATE
