prompt_id,source_path,source_kind,sha12,dup_group,char_count,line_count,has_gem,has_portfolio,has_image,has_review_required,has_usd_reference,has_no_order,has_no_sizing,has_no_auto_apply,has_missing_data,has_blockers,has_schema_rules,has_json_contract,quality_score,risk_score,migration_decision,migration_reason,candidate_extract
PROMPT-15804281612e,05_EXPORTS/P134_NICEGUI_PROMPT_COCKPIT_LOCAL_PRIVATE_20260622_190757/P134_NICEGUI_PROMPT_COCKPIT_RUNBOOK.md,HISTORICAL,15804281612e,0a3a1e564238,2075,45,True,True,True,False,False,False,False,False,False,False,False,True,34,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- Prompt P132-R2 : `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031\P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md` | - Gate P133 : `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P133_GEM_MULTIMODAL_RESPONSE_CAPTURE_IMAGE_USAGE_GATE_20260622_181633\P133_GEM_RESPONSE_CAPTURE_GATE
PROMPT-15804281612e,05_EXPORTS/P135B_R3_NICEGUI_UI_RENDER_POLISH_MARKER_FIX_20260622_202343/P134_NICEGUI_PROMPT_COCKPIT_RUNBOOK.md,HISTORICAL,15804281612e,0a3a1e564238,2075,45,True,True,True,False,False,False,False,False,False,False,False,True,34,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- Prompt P132-R2 : `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031\P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md` | - Gate P133 : `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P133_GEM_MULTIMODAL_RESPONSE_CAPTURE_IMAGE_USAGE_GATE_20260622_181633\P133_GEM_RESPONSE_CAPTURE_GATE
PROMPT-15804281612e,05_EXPORTS/P135_R2_NICEGUI_OPERATOR_POLISH_COMPAT_FIX_20260622_195252/P134_NICEGUI_PROMPT_COCKPIT_RUNBOOK.md,HISTORICAL,15804281612e,0a3a1e564238,2075,45,True,True,True,False,False,False,False,False,False,False,False,True,34,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- Prompt P132-R2 : `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031\P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md` | - Gate P133 : `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P133_GEM_MULTIMODAL_RESPONSE_CAPTURE_IMAGE_USAGE_GATE_20260622_181633\P133_GEM_RESPONSE_CAPTURE_GATE
PROMPT-8f63365d0e9f,05_EXPORTS/P166_REFERENCE_PROMPT_REBUILD_FROM_SOURCE_INDEX_20260623_174903/P166_OPERATOR_QUICK_USE_PROMPT.md,REFERENCE_AUDIT,8f63365d0e9f,4139d8d64854,560,13,False,True,True,True,False,False,False,False,False,False,False,True,34,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"Use this with one portfolio screenshot/image and optional copied text. | Analyze this crypto portfolio screenshot in French. Keep JSON keys and technical enums in English. Do not invent missing data. Do not propose broker execution, real orders, or automatic sizing. If anything important is missing or unclear, return `REVIEW_REQUIRED` and explain exactly what is missing. | 1. portfolio_extraction"
PROMPT-8721ff75de65,05_EXPORTS/P111_R1_CANONICAL_INDEX_CONFIRMATION_SEAL_AFTER_P112_20260622_120852/P111_R1_CANONICAL_INDEX_CONFIRMATION_SEAL_REPORT.md,HISTORICAL,8721ff75de65,c8a989d1e6b8,532,20,False,True,True,False,False,False,False,False,False,False,True,True,32,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,P113_PORTFOLIO_INPUT_NORMALIZER_AND_IMAGE_REVIEW_WORKFLOW
PROMPT-988f64d894fe,05_EXPORTS/P157_PROMPT_PATCH_CANDIDATE_REVIEW_OR_APPLY_GATE_20260623_141418/P157_PROMPT_PATCH_CANDIDATE_REVIEW_REPORT.json,HISTORICAL,988f64d894fe,c751a9d5ae62,1190,25,False,True,False,True,False,False,False,False,False,True,False,True,32,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""prompt_source_id"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", | ""human_review_required"": true, | ""blockers"": [],"
PROMPT-988f64d894fe,05_EXPORTS/P157_PROMPT_PATCH_CANDIDATE_REVIEW_OR_APPLY_GATE_20260623_141418/P157_SUMMARY.json,HISTORICAL,988f64d894fe,c751a9d5ae62,1190,25,False,True,False,True,False,False,False,False,False,True,False,True,32,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""prompt_source_id"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", | ""human_review_required"": true, | ""blockers"": [],"
PROMPT-d13d3af8a138,05_EXPORTS/P181ABC_R2_ZIP_SEAL_REPAIR_20260624_095341/P181ABC_R2_ZIP_SEAL_REPAIR_SUMMARY.json,REFERENCE_AUDIT,d13d3af8a138,1fe1020763ad,1361,29,True,False,True,False,False,False,False,True,False,False,False,True,32,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""gem_call_executed"":  false, | ""auto_apply_gem_response"":  false,"
PROMPT-bd50836ceafc,05_EXPORTS/P183_R2_SESSION_HYGIENE_DESKTOP_INI_FILTER_20260624_101338/P183_R2_REPAIR_SUMMARY.json,HISTORICAL,bd50836ceafc,1dab1c4e2070,775,23,True,False,True,False,False,False,False,True,False,False,False,True,32,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""gem_response_file"":  """", | ""gem_call_executed"":  false, | ""auto_apply_gem_response"":  false, | ""recommended_next"":  ""P184_REAL_GEM_SESSION_REVIEW_AND_RESPONSE_PARSER"""
PROMPT-426ccebdc499,05_EXPORTS/P183_R2_SESSION_HYGIENE_DESKTOP_INI_FILTER_20260624_101841/P183_R2_REPAIR_SUMMARY.json,HISTORICAL,426ccebdc499,0fb162fdc8fe,775,23,True,False,True,False,False,False,False,True,False,False,False,True,32,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""gem_response_file"":  """", | ""gem_call_executed"":  false, | ""auto_apply_gem_response"":  false, | ""recommended_next"":  ""P184_REAL_GEM_SESSION_REVIEW_AND_RESPONSE_PARSER"""
PROMPT-a340cdba4e72,05_EXPORTS/P161_RELEASE_SEAL_OR_P160B_REAL_CASE_REVIEW_PACK_20260623_154249/P161_HANDOFF.md,HISTORICAL,a340cdba4e72,b05b61e69c26,1102,30,True,True,False,False,False,False,False,False,False,True,False,True,32,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- **PROMPT_SOURCE_ID**: `P132_P133_PORTFOLIO_MULTIMODAL_REVIEW` | - **P160_STATUS**: `P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OK_RELEASE_SEAL_READY` | - **P152_REAL_GEM_RESPONSE_OK**: `True` | - No auto-apply GEM response. | - P160 summary: `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_153748\P160_SUMM
PROMPT-018ef5e6cb0d,05_EXPORTS/P161_RELEASE_SEAL_OR_P160B_REAL_CASE_REVIEW_PACK_20260623_154249/P161_RELEASE_SEAL_DECISION.md,HISTORICAL,018ef5e6cb0d,9ef6fd211ca4,1094,30,True,True,False,False,False,False,False,False,False,True,False,True,32,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- **PROMPT_SOURCE_ID**: `P132_P133_PORTFOLIO_MULTIMODAL_REVIEW` | - **P160_STATUS**: `P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OK_RELEASE_SEAL_READY` | - **P152_REAL_GEM_RESPONSE_OK**: `True` | - No auto-apply GEM response. | - P160 summary: `G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_153748\P160_SUMM
PROMPT-39bc44c7415c,05_EXPORTS/P118_GEM_DAILY_OPERATOR_SHORTCUT_20260622_133524/P118_DAILY_COMMANDS.md,REFERENCE_AUDIT,39bc44c7415c,68c7a089ceea,787,19,True,True,True,False,False,False,False,False,False,False,False,False,30,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_REVIEW"" --pasted-text-file ""portfolio_input.txt"" --notes ""Daily manual portfolio review. Human review only."" --run-id ""DAILY-GEM-REVIEW"" | python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_IMAGE_REVIEW"" --image-reference ""portfolio_capture.png"" --notes ""Image reference only. No OCR claim."" --run-id ""DAI"
PROMPT-39bc44c7415c,05_EXPORTS/P121_DAILY_GEM_LOOP_E2E_LOCAL_SMOKE_20260622_144950/P121_STEP_P118_DAILY_SHORTCUT/P118_DAILY_COMMANDS.md,REFERENCE_AUDIT,39bc44c7415c,68c7a089ceea,787,19,True,True,True,False,False,False,False,False,False,False,False,False,30,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_REVIEW"" --pasted-text-file ""portfolio_input.txt"" --notes ""Daily manual portfolio review. Human review only."" --run-id ""DAILY-GEM-REVIEW"" | python -m mvp_qaic_py.gem_prompt_daily_shortcut --output-dir ""05_EXPORTS/DAILY_GEM_IMAGE_REVIEW"" --image-reference ""portfolio_capture.png"" --notes ""Image reference only. No OCR claim."" --run-id ""DAI"
PROMPT-beeff04b276d,05_EXPORTS/P128_PROMPT_INPUT_IMAGE_CAPTURE_HUMAN_REVIEW_20260622_161704/P128_IMAGE_CAPTURE_GUIDE.md,HISTORICAL,beeff04b276d,178de2d52ce4,819,28,True,True,True,False,False,False,False,False,False,False,False,False,30,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"Prepare a local folder for portfolio screenshots/images before creating a GEM prompt. | 4. Copy only the manual transcription into P124 `portfolio_input.txt`. | P128 does not infer missing quantities, prices, portfolio values, or broker balances. | - NO_INVENTED_PORTFOLIO_DATA"
PROMPT-c9cd46480dbf,05_EXPORTS/P129_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_162333/P129_IMAGE_TO_PROMPT_BRIDGE_REPORT.md,HISTORICAL,c9cd46480dbf,6db4be31de26,481,14,False,True,True,True,False,False,False,False,False,False,False,False,30,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- status: `BLOCKED_REVIEW_REQUIRED` | - no_invented_portfolio_data: `true`
PROMPT-c4dc8e2f76f9,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_E2E_OPERATOR_GUIDE.md,HISTORICAL,c4dc8e2f76f9,7def0607b268,749,27,True,True,True,False,False,False,False,False,False,False,False,False,30,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,-> P124 portfolio input handoff | -> manual GEM copy/paste | P130 does not run GEM automatically.
PROMPT-233917fd97cf,docs/qaic_public_contracts/QAIC_MVP_PUBLIC_HANDOFF.md,REFERENCE_AUDIT,233917fd97cf,3714604636b1,2165,79,False,True,False,False,False,True,False,False,False,False,True,False,30,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"- private portfolio logic | NO_ORDER_PAYLOAD_IN_PUBLIC=TRUE | NO_PORTFOLIO_BALANCE_IN_PUBLIC=TRUE | It must not infer order sizing, real order intent, or private portfolio balances."
PROMPT-3e003315a9d1,05_EXPORTS/P115_MODULE_MIGRATION_INVENTORY_20260622_131544/P115_RUNNER_REPORT.md,HISTORICAL,3e003315a9d1,99603ca39e3e,696,14,True,True,False,True,False,False,False,False,False,False,False,False,30,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- status: REVIEW_REQUIRED | - mvp_scope: lexique + webapp + prompts + methods + benchmark + portfolio review | Start P116 with the Prompt/GEM runtime mini CLI.
PROMPT-7043be20999f,mvp_qaic_py/release/extended_cockpit_scope_audit.py,REFERENCE_AUDIT,7043be20999f,f2a90f2e68b7,12480,322,False,True,False,False,False,False,False,False,False,True,True,True,30,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""operator_question"": ""Quels blockers/missing data reviennent le plus souvent ?"", | ""surface_id"": ""PORTFOLIO_SNAPSHOT"", | ""sheet_name"": ""PORTFOLIO_SNAPSHOT"", | ""domain"": ""portfolio"", | ""target_card"": ""portfolio_snapshot_status"", | ""portfolio"": ""portfolio_context"", | blockers: list[str] = [] | blockers.append(""P98B_COCKPIT_MODULE_NOT_READY"") | blockers.append(""BENCHMARK_SURFACE_NOT_CLASSIFIED"") | status = P98C_STATUS i"
PROMPT-04e563206d4f,mvp_qaic_py/release/runtime_cockpit_extended_module.py,REFERENCE_AUDIT,04e563206d4f,c035e240a9ac,11067,299,False,True,False,False,False,False,False,False,False,True,True,True,30,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""portfolio_snapshot_status"": 40, | ""portfolio_context"": ""Portfolio context"", | blockers: list[str] = [] | blockers.append(""P98B_CORE_COCKPIT_NOT_READY"") | blockers.append(""P98C_SCOPE_AUDIT_NOT_READY"") | blockers.append(""P98C_SURFACE_COUNT_MISMATCH"") | blockers.append(""DUPLICATE_COCKPIT_CARD_ID"") | blockers.append(""MISSING_REQUIRED_P98D_CARDS:"" + "","".join(missing_cards)) | ""section_id"": ""PORTFOLIO_AND_READONLY_BROKER"""
PROMPT-5e01b7d33cb9,mvp_qaic_py/sheets/write_capable_contract.py,HISTORICAL,5e01b7d33cb9,c319484f7eb4,6572,176,False,False,False,True,False,False,False,False,False,True,True,True,30,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"blockers: list[str] = [] | blockers.append(""LOCAL_MVP_NOT_SEALED"") | blockers.append(""READONLY_DRYRUN_NOT_READY"") | blockers.append(""DIRECT_TARGET_BLOCKED"") | blockers.append(""TARGET_NOT_ALLOWLISTED"") | blockers.append(""OPERATION_NOT_ALLOWLISTED"") | blockers.append(""MISSING_APPROVAL_TOKEN_FOR_WRITE_ENABLE"") | if blockers: | next_step = ""FIX_CONTRACT_BLOCKERS_OR_STOP"" | status = ""REVIEW_REQUIRED_P90_WRITE_ENABLE_REQUE"
PROMPT-199050a09b6c,mvp_qaic_py/sheets/write_pipeline_control.py,HISTORICAL,199050a09b6c,e942aa5ef304,5852,154,False,False,False,True,False,False,False,False,False,True,True,True,30,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"blockers: list[str] = [] | if p90[""status""] != ""REVIEW_REQUIRED_P90_WRITE_ENABLE_REQUEST_READY_FOR_P91"": | blockers.append(""P90_WRITE_CAPABLE_CONTRACT_NOT_READY"") | blockers.append(""P91_LIVE_WRITE_SMOKE_NOT_VERIFIED"") | blockers.append(""DIRECT_DECISION_JOURNAL_WRITE_BLOCKED"") | blockers.append(""TARGET_NOT_CONTROLLED_QUEUE"") | blockers.append(""MISSING_P92_APPROVAL_TOKEN"") | if blockers: | next_step = ""FIX_BLOCKERS_BEF"
PROMPT-dc81999bca9a,01_DOCS/00_REFERENCE/README_MVP_QAIC_PY_REFERENCE.md,REFERENCE_AUDIT,dc81999bca9a,59389d7254a7,3087,76,False,False,False,False,False,False,True,False,False,True,True,False,28,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"| P2 | Contrats de données | Schémas, règles et exemples | | BLOCKERS | ## 🔐 Règle de décision"
PROMPT-dc81999bca9a,01_DOCS/03_MIGRATION/🧭_MAPPING_APPS_SCRIPT_TO_PYTHON_MODULES_0.1.0.md,REFERENCE_AUDIT,dc81999bca9a,59389d7254a7,3087,76,False,False,False,False,False,False,True,False,False,True,True,False,28,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"| P2 | Contrats de données | Schémas, règles et exemples | | BLOCKERS | ## 🔐 Règle de décision"
PROMPT-b16f56528853,05_EXPORTS/P129_R1_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_163027/P129_IMAGE_TO_PROMPT_BRIDGE_REPORT.md,HISTORICAL,b16f56528853,1bfccc457c1b,848,15,False,True,True,False,False,False,False,False,True,False,False,False,28,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"- no_invented_portfolio_data: `true` | - MISSING_DATA | MANUAL_TRANSCRIPTION_PENDING | Fill symbol, quantity, and value_eur manually before using the P124 input."
PROMPT-b16f56528853,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_P129_BRIDGE/P129_IMAGE_TO_PROMPT_BRIDGE_REPORT.md,HISTORICAL,b16f56528853,1bfccc457c1b,848,15,False,True,True,False,False,False,False,False,True,False,False,False,28,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"- no_invented_portfolio_data: `true` | - MISSING_DATA | MANUAL_TRANSCRIPTION_PENDING | Fill symbol, quantity, and value_eur manually before using the P124 input."
PROMPT-0c5f8f6c96b6,05_EXPORTS/P157_PROMPT_PATCH_CANDIDATE_REVIEW_OR_APPLY_GATE_20260623_141418/P157_REVIEW_GATE_DECISION.md,HISTORICAL,0c5f8f6c96b6,11e06b017528,967,41,False,True,False,True,False,False,False,False,False,True,False,False,28,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- prompt_source_id: `P132_P133_PORTFOLIO_MULTIMODAL_REVIEW` | - human_review_required: `True` | ## Blockers
PROMPT-6828c98b25d4,05_EXPORTS/P181ABC_R2_ZIP_SEAL_REPAIR_20260624_095341/P181ABC_R2_ZIP_SEAL_REPAIR_REPORT.md,REFERENCE_AUDIT,6828c98b25d4,8f920c73e231,899,33,True,False,True,False,False,False,False,True,False,False,False,False,28,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- GEM_CALL_EXECUTED=False | - AUTO_APPLY_GEM_RESPONSE=False
PROMPT-0d56da3536ad,05_EXPORTS/P184_REAL_GEM_SESSION_REVIEW_RESPONSE_PARSER_20260624_103114/P184_REAL_GEM_SESSION_REVIEW_REPORT.md,HISTORICAL,0d56da3536ad,ecd2c4ec6730,628,24,True,False,True,False,False,False,False,True,False,False,False,False,28,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,# P184 Real GEM Session Review And Response Parser | - STATUS: OK_P184_REAL_GEM_SESSION_REVIEW_RESPONSE_PARSER_READY | - review_status: WAITING_REAL_GEM_RESPONSE | - GEM_CALL_EXECUTED=False | - AUTO_APPLY_GEM_RESPONSE=False
PROMPT-0c67c84119b8,01_DOCS/03_MIGRATION/_PROCEDURE_MIGRATION_MVP_QAIC_VERS_PYTHON_0.1.0.md,HISTORICAL,0c67c84119b8,c1c8325fabf0,2576,57,True,False,True,False,False,False,False,False,False,True,False,False,28,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"5. Comparer totaux, clés, erreurs et changements attendus. | ## 🚨 Règles d’arrêt | BLOCKERS"
PROMPT-78ad23e0717f,05_EXPORTS/P111_R1_CANONICAL_INDEX_CONFIRMATION_SEAL_AFTER_P112_20260622_120852/P111_R1_CANONICAL_INDEX_CONFIRMATION_REVIEW.md,HISTORICAL,78ad23e0717f,a7be3662183d,1555,56,False,True,True,False,False,False,False,False,False,False,True,False,28,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- `CONTINUE_WITH_P113_PORTFOLIO_INPUT_NORMALIZER_AND_IMAGE_REVIEW_WORKFLOW`
PROMPT-5b02a35c5468,05_EXPORTS/P133_GEM_MULTIMODAL_RESPONSE_CAPTURE_IMAGE_USAGE_GATE_20260622_181633/P133_README.md,HISTORICAL,5b02a35c5468,d53c3c40c628,271,5,True,False,True,False,True,False,False,False,False,False,False,False,28,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"# P133 — GEM multimodal response capture gate | Capture locale de la réponse GEM multimodale, validation image/USD/sécurité, contrôles arithmétiques et restitution lisible pour revue humaine."
PROMPT-71bfdddcc092,05_EXPORTS/P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_134910/P152_REAL_GEM_RESPONSE_IMPORT_COMMANDS.md,HISTORICAL,71bfdddcc092,7e9eb2990614,312,11,True,False,False,False,False,True,False,False,False,False,False,True,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"# P152 — Commandes fichier GEM réel | $env:MVP_QAIC_GEM_RESPONSE_FILE = ""C:\chemin\vers\gem_response.json"""
PROMPT-71bfdddcc092,05_EXPORTS/P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_135225/P152_REAL_GEM_RESPONSE_IMPORT_COMMANDS.md,HISTORICAL,71bfdddcc092,7e9eb2990614,312,11,True,False,False,False,False,True,False,False,False,False,False,True,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"# P152 — Commandes fichier GEM réel | $env:MVP_QAIC_GEM_RESPONSE_FILE = ""C:\chemin\vers\gem_response.json"""
PROMPT-71bfdddcc092,05_EXPORTS/P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_142527/P152_REAL_GEM_RESPONSE_IMPORT_COMMANDS.md,HISTORICAL,71bfdddcc092,7e9eb2990614,312,11,True,False,False,False,False,True,False,False,False,False,False,True,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"# P152 — Commandes fichier GEM réel | $env:MVP_QAIC_GEM_RESPONSE_FILE = ""C:\chemin\vers\gem_response.json"""
PROMPT-3e6ca22fc09f,05_EXPORTS/P175_NICEGUI_OPERATOR_ERGONOMICS_POLISH_20260624_085952/P175_OPERATOR_ERGONOMICS_REPORT.md,HISTORICAL,3e6ca22fc09f,c7fe0045db18,850,37,True,False,False,False,False,False,False,True,False,True,False,False,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- Prompt GEM | - Sauver réponse GEM localement: allowed review-only | - AUTO_APPLY_GEM_RESPONSE=False
PROMPT-8f566f16dc71,05_EXPORTS/P178_OPERATOR_SHORTCUT_PRIVATE_COCKPIT_HANDOFF_20260624_091321/P178_OPERATOR_SHORTCUT_HANDOFF_REPORT.md,HISTORICAL,8f566f16dc71,6d20789b3090,612,24,True,False,False,False,False,False,False,True,False,True,False,False,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- GEM_CALL_EXECUTED=False | - AUTO_APPLY_GEM_RESPONSE=False
PROMPT-d4735d812aa8,05_EXPORTS/P179_PRIVATE_COCKPIT_OPERATOR_USAGE_SMOKE_OR_CLOSE_20260624_091809/P179_PRIVATE_COCKPIT_CLOSE_REPORT.md,HISTORICAL,d4735d812aa8,a05454575d0b,845,30,True,False,False,False,False,False,False,True,False,True,False,False,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- GEM_CALL_EXECUTED=False | - AUTO_APPLY_GEM_RESPONSE=False
PROMPT-f92cc6fe7bcf,05_EXPORTS/P180_PRIVATE_COCKPIT_REAL_UI_POLISH_20260624_092736/P180_REAL_UI_POLISH_REPORT.md,HISTORICAL,f92cc6fe7bcf,63c9dbb84651,553,30,True,False,False,False,False,False,False,True,False,True,False,False,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- Prompt GEM | - GEM_CALL_EXECUTED=False | - AUTO_APPLY_GEM_RESPONSE=False
PROMPT-f92cc6fe7bcf,05_EXPORTS/P180_R2_REPAIR_RUFF_FALSE_PASS_REAL_UI_SEAL_20260624_092926/P180_REAL_UI_POLISH_REPORT.md,HISTORICAL,f92cc6fe7bcf,63c9dbb84651,553,30,True,False,False,False,False,False,False,True,False,True,False,False,26,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- Prompt GEM | - GEM_CALL_EXECUTED=False | - AUTO_APPLY_GEM_RESPONSE=False
PROMPT-03a9a8fa8921,05_EXPORTS/P105_LEXIQUE_METHOD_PROMPT_CONTEXT_WEBAPP_20260622_103204/P105_LEXIQUE_METHOD_PROMPT_CONTEXT_WEBAPP_CONTRACT.json,HISTORICAL,03a9a8fa8921,595af3fbc6d3,1329,29,False,True,False,False,False,True,False,False,False,False,False,True,26,5,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""match lexique from prompt and portfolio assets"", | ""no_order"":  true,"
PROMPT-1afbc4d67571,01_DOCS/ARCHITECTURE/MVP_QAIC_FUSION_ARCHITECTURE_CORRECTIONS.md,HISTORICAL,1afbc4d67571,2e2d5bdcb816,851,23,False,False,False,False,False,True,False,False,False,True,False,True,24,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- P119 déduplication des blockers entre payload explicite et détection texte. | - `NO_ORDER`.
PROMPT-1afbc4d67571,01_DOCS/ARCHITECTURE/🧩 MVP_QAIC_FUSION_ARCHITECTURE_CORRECTIONS.md,HISTORICAL,1afbc4d67571,2e2d5bdcb816,851,23,False,False,False,False,False,True,False,False,False,True,False,True,24,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- P119 déduplication des blockers entre payload explicite et détection texte. | - `NO_ORDER`.
PROMPT-0f435dba2b1a,05_EXPORTS/P108_UI_POLISH_CANONICAL_INDEX_DECISION_GATE_20260622_110317/P108_UI_POLISH_CANONICAL_INDEX_DECISION_GATE_REPORT.md,REFERENCE_AUDIT,0f435dba2b1a,5dc6c1b73823,702,29,False,False,False,False,False,True,False,False,False,False,True,True,24,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- NO_ORDER
PROMPT-1afbc4d67571,05_EXPORTS/P123_FINAL_DOCS_CDC_ROADMAP_DRIVE_RANGEMENT_20260622_152114/01_DOCS_FINAL_COPY/ARCHITECTURE/MVP_QAIC_FUSION_ARCHITECTURE_CORRECTIONS.md,HISTORICAL,1afbc4d67571,2e2d5bdcb816,851,23,False,False,False,False,False,True,False,False,False,True,False,True,24,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- P119 déduplication des blockers entre payload explicite et détection texte. | - `NO_ORDER`.
PROMPT-1afbc4d67571,05_EXPORTS/P123_FINAL_DOCS_CDC_ROADMAP_DRIVE_RANGEMENT_20260622_152114/01_DOCS_FINAL_COPY/ARCHITECTURE/🧩 MVP_QAIC_FUSION_ARCHITECTURE_CORRECTIONS.md,HISTORICAL,1afbc4d67571,2e2d5bdcb816,851,23,False,False,False,False,False,True,False,False,False,True,False,True,24,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,- P119 déduplication des blockers entre payload explicite et détection texte. | - `NO_ORDER`.
