candidate_id,source_path,classification,score,decision,sha12,size_chars_sampled,contains_no_broker,contains_no_order,contains_no_sizing,contains_usd,contains_json
PROMPT_0200_8ab0569cc737,05_EXPORTS/P133_GEM_MULTIMODAL_RESPONSE_CAPTURE_IMAGE_USAGE_GATE_20260622_181633/P133_GEM_RESPONSE_HUMAN_REVIEW.md,GEM_RESPONSE_RELATED,61,REFERENCE_REVIEW,90f9a90ec55a,1524,False,True,True,True,True
PROMPT_0420_d592f84ab3a3,mvp_qaic_py/gem_multimodal_response_capture_gate.py,GEM_RESPONSE_RELATED,61,REFERENCE_REVIEW,65c4cbcbcf84,6000,False,False,False,True,True
PROMPT_0345_fc834e6f23e7,05_EXPORTS/P177_GEM_PORTFOLIO_PROMPT_WORKFLOW_USABLE_SMOKE_20260624_090757/P177_OPERATOR_PROMPT_SMOKE_TEXT.md,PROMPT_EXPORT_REFERENCE,61,REFERENCE_REVIEW,2583ce67a5ef,529,False,False,False,False,True
PROMPT_0465_1fc7197cc700,mvp_qaic_py/webapp_prompt_benchmark_pack.py,PROMPT_SOURCE_CANDIDATE,61,REFERENCE_REVIEW,1923adc7177e,6000,False,False,False,False,True
PROMPT_0018_ad604cbb9e52,05_EXPORTS/P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_20260622_102228/P104_WEBAPP_UI_SAMPLE_DATA_PACK.json,PROMPT_EXPORT_REFERENCE,60,REFERENCE_REVIEW,88604ff63f23,6000,False,False,False,False,True
PROMPT_0191_d7b6ff4faa3a,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_EXPECTED_GEM_OUTPUT_SCHEMA.json,PROMPT_EXPORT_REFERENCE,59,REFERENCE_REVIEW,f576ba3a9210,4283,False,False,False,True,False
PROMPT_0128_dacac2b1c220,05_EXPORTS/P124_LOCAL_INPUT_HELPER_REAL_GEM_TEST_20260622_153328/P124_REAL_GEM_TEST_CHECKLIST.csv,GEM_RESPONSE_RELATED,58,REFERENCE_REVIEW,55122ac57220,1007,True,True,True,False,True
PROMPT_0049_404cde987a58,05_EXPORTS/P117_GEM_PROMPT_RUNTIME_USABILITY_PACK_20260622_132830/P117_USABILITY_CONTRACT.json,PROMPT_EXPORT_REFERENCE,58,REFERENCE_REVIEW,d66049f835ec,1126,False,False,False,False,False
PROMPT_0146_f410f0f8a5c2,05_EXPORTS/P129_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_162333/P129_BRIDGE_CONTRACT.json,PROMPT_EXPORT_REFERENCE,58,REFERENCE_REVIEW,d84e7ea74b38,1744,False,False,False,False,True
PROMPT_0153_02e5203d4570,05_EXPORTS/P129_R1_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_163027/P129_BRIDGE_CONTRACT.json,PROMPT_EXPORT_REFERENCE,58,REFERENCE_REVIEW,a5dc5768becc,1905,False,False,False,False,True
PROMPT_0161_2b04d6ec6ff7,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_E2E_CONTRACT.json,PROMPT_EXPORT_REFERENCE,58,REFERENCE_REVIEW,8ffd4200a611,1877,False,False,False,False,True
PROMPT_0168_2ed22c6ac24d,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_P129_BRIDGE/P129_BRIDGE_CONTRACT.json,PROMPT_EXPORT_REFERENCE,58,REFERENCE_REVIEW,a5dc5768becc,1905,False,False,False,False,True
PROMPT_0188_18b36cfa8deb,05_EXPORTS/P132_R1_FRENCH_RESPONSE_JSON_STABLE_20260622_175827/P132_REFERENCE_PROMPTS_CORRECTION_PLAN.md,PROMPT_EXPORT_REFERENCE,58,REFERENCE_REVIEW,fc7d2e897f44,1166,False,False,False,True,True
PROMPT_0196_7e1b2f3cd3ed,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_REFERENCE_PROMPTS_CORRECTION_PLAN.md,PROMPT_EXPORT_REFERENCE,58,REFERENCE_REVIEW,fc7d2e897f44,1166,False,False,False,True,True
PROMPT_0439_de69e29abeb5,mvp_qaic_py/p155_prompt_correction_workbench_or_stop.py,PROMPT_SOURCE_CANDIDATE,58,REFERENCE_REVIEW,7beea5608b42,6000,False,False,False,False,True
PROMPT_0441_31548fb686a0,mvp_qaic_py/p157_prompt_patch_candidate_review_or_apply_gate.py,PROMPT_SOURCE_CANDIDATE,58,REFERENCE_REVIEW,d807836cf294,6000,False,False,False,False,True
PROMPT_0442_3beb7965d35d,mvp_qaic_py/p158_manual_prompt_patch_apply_or_stop.py,PROMPT_SOURCE_CANDIDATE,58,REFERENCE_REVIEW,e69f9fa241de,6000,False,False,False,False,True
PROMPT_0029_e9183d271d4d,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_EXPECTED_GEM_OUTPUT_SCHEMA.json,PROMPT_EXPORT_REFERENCE,57,REFERENCE_REVIEW,df575a5bd620,1241,False,False,False,False,True
PROMPT_0034_2155ba9457c1,05_EXPORTS/P116_GEM_PROMPT_RUNTIME_MINI_CLI_20260622_132029/P116_EXPECTED_GEM_OUTPUT_SCHEMA.json,PROMPT_EXPORT_REFERENCE,57,REFERENCE_REVIEW,df575a5bd620,1241,False,False,False,False,True
PROMPT_0043_4ee491f7323e,05_EXPORTS/P117_GEM_PROMPT_RUNTIME_USABILITY_PACK_20260622_132830/P117_SAMPLE_RUNTIME_PACK_PASTED_TEXT/P116_EXPECTED_GEM_OUTPUT_SCHEMA.json,PROMPT_EXPORT_REFERENCE,57,REFERENCE_REVIEW,df575a5bd620,1241,False,False,False,False,True
PROMPT_0438_ce581429b49e,mvp_qaic_py/p154_prompt_correction_apply_plan_or_stop.py,PROMPT_SOURCE_CANDIDATE,57,REFERENCE_REVIEW,09d64ab57005,6000,False,False,False,False,True
PROMPT_0444_d109c113a433,mvp_qaic_py/p159_prompt_patch_runtime_smoke_or_rollback_gate.py,PROMPT_SOURCE_CANDIDATE,57,REFERENCE_REVIEW,c29c40c6b859,6000,False,False,False,True,True
PROMPT_0454_ce992fc55c2e,mvp_qaic_py/p183_capture_to_session_link_prompt_run_workflow.py,PROMPT_SOURCE_CANDIDATE,57,REFERENCE_REVIEW,f2b9ad185bc5,6000,False,False,False,False,True
PROMPT_0199_8b4d7e0060bf,05_EXPORTS/P133_GEM_MULTIMODAL_RESPONSE_CAPTURE_IMAGE_USAGE_GATE_20260622_181633/P133_GEM_RESPONSE_CAPTURE_GATE.json,GEM_RESPONSE_RELATED,56,REFERENCE_REVIEW,06556858adb2,2356,False,False,False,True,True
PROMPT_0032_2a2767bc28b0,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_RUNNER_CONTRACT.json,PROMPT_EXPORT_REFERENCE,56,REFERENCE_REVIEW,d3968a2faca3,1299,False,False,False,False,True
PROMPT_0036_2ca7da07824d,05_EXPORTS/P116_GEM_PROMPT_RUNTIME_MINI_CLI_20260622_132029/P116_RUNTIME_CONTRACT.json,PROMPT_EXPORT_REFERENCE,56,REFERENCE_REVIEW,41563fabca5e,1445,False,False,False,False,True
PROMPT_0045_4897bc2231d4,05_EXPORTS/P117_GEM_PROMPT_RUNTIME_USABILITY_PACK_20260622_132830/P117_SAMPLE_RUNTIME_PACK_PASTED_TEXT/P116_RUNTIME_CONTRACT.json,PROMPT_EXPORT_REFERENCE,56,REFERENCE_REVIEW,41563fabca5e,1445,False,False,False,False,True
PROMPT_0285_39707ebe203f,05_EXPORTS/P155_PROMPT_CORRECTION_WORKBENCH_OR_STOP_20260623_134138/P155_PROMPT_CORRECTION_WORKBENCH.csv,PROMPT_EXPORT_REFERENCE,56,REFERENCE_REVIEW,c8b976685e3e,1823,False,False,False,True,False
PROMPT_0014_4cc377c815b4,05_EXPORTS/P103_MVP_PROMPT_WEBAPP_BENCHMARK_PUBLIC_20260622_101245/P103_MVP_PROMPT_WEBAPP_BENCHMARK_PUBLIC_CONTRACT.json,PROMPT_EXPORT_REFERENCE,55,REFERENCE_REVIEW,ad1faf88e77b,1439,False,False,False,False,True
PROMPT_0016_0074ee7a810a,05_EXPORTS/P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_20260622_102228/P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_CONTRACT.json,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,1e9432996219,2031,False,False,False,False,False
PROMPT_0022_798c5fd9d7cd,05_EXPORTS/P106_WEBAPP_STATIC_PREVIEW_DATA_EXPORT_20260622_103845/STATIC_PREVIEW/data/prompt_payload.json,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,d71c207a7ccb,2529,False,False,False,False,False
PROMPT_0023_997c20be9cdd,05_EXPORTS/P107_R1_CANONICAL_WEBAPP_BINDING_ADMIN_20260622_105702/CANONICAL_BINDING_PACK/data/prompt_payload.json,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,d71c207a7ccb,2529,False,False,False,False,False
PROMPT_0138_d707b70a14ab,05_EXPORTS/P128_PROMPT_INPUT_IMAGE_CAPTURE_HUMAN_REVIEW_20260622_161704/P128_IMAGE_CAPTURE_CHECKLIST.csv,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,a1bf419bfbf5,505,False,False,False,False,False
PROMPT_0139_93e57c9f6e1e,05_EXPORTS/P128_PROMPT_INPUT_IMAGE_CAPTURE_HUMAN_REVIEW_20260622_161704/P128_IMAGE_CAPTURE_GUIDE.md,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,f4a1167c8efb,791,False,False,False,False,False
PROMPT_0155_094acaaa9c4e,05_EXPORTS/P129_R1_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_163027/P129_IMAGE_TO_PROMPT_BRIDGE_REPORT.md,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,41641263a49e,833,False,False,False,False,False
PROMPT_0163_8ac62ee0bcbf,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_E2E_OPERATOR_GUIDE.md,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,06a35bf6129f,722,False,False,False,False,False
PROMPT_0170_23e201f6f11a,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_P129_BRIDGE/P129_IMAGE_TO_PROMPT_BRIDGE_REPORT.md,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,41641263a49e,833,False,False,False,False,False
PROMPT_0325_f74379f14001,05_EXPORTS/P166_REFERENCE_PROMPT_REBUILD_FROM_SOURCE_INDEX_20260623_174903/P166_JSON_OUTPUT_SCHEMA_DRAFT.md,PROMPT_EXPORT_REFERENCE,54,ARCHIVE_OR_LOW_PRIORITY_REVIEW,d0f44dfccd1b,719,False,False,False,False,True
PROMPT_0126_c652600eddf6,05_EXPORTS/P124_LOCAL_INPUT_HELPER_REAL_GEM_TEST_20260622_153328/P124_OPERATOR_COMMANDS.md,GEM_RESPONSE_RELATED,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,9f00fd92a209,2776,True,True,True,False,True
PROMPT_0276_44e53ab8cfa2,05_EXPORTS/P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_142527/P152_REAL_GEM_RESPONSE_IMPORT_REPORT.json,GEM_RESPONSE_RELATED,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,a2e02c545969,6000,False,False,False,True,True
PROMPT_0025_1a853382df26,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_MODULE_REPORT.md,PROMPT_EXPORT_REFERENCE,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,87932fa70773,396,False,False,False,False,False
PROMPT_0027_5dbe98df9354,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_SUMMARY.json,PROMPT_EXPORT_REFERENCE,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,59a5b7288177,291,False,False,False,False,False
PROMPT_0151_58a99e6e2274,05_EXPORTS/P129_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_162333/P129_P124_PORTFOLIO_INPUT_FROM_MANUAL_TRANSCRIPTION.txt,PROMPT_EXPORT_REFERENCE,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,0904f32aa06a,398,False,False,False,False,False
PROMPT_0311_044ef1785737,05_EXPORTS/P159_PROMPT_PATCH_RUNTIME_SMOKE_OR_ROLLBACK_GATE_20260623_150735/P159_RUNTIME_SMOKE_REPORT.csv,PROMPT_EXPORT_REFERENCE,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,96520534d656,1317,False,False,False,True,False
PROMPT_0312_d59be0a6e53e,05_EXPORTS/P159_PROMPT_PATCH_RUNTIME_SMOKE_OR_ROLLBACK_GATE_20260623_150735/P159_RUNTIME_SMOKE_REPORT.json,PROMPT_EXPORT_REFERENCE,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,171c7cff6896,1533,False,False,False,True,False
PROMPT_0313_3f74e1474034,05_EXPORTS/P159_PROMPT_PATCH_RUNTIME_SMOKE_OR_ROLLBACK_GATE_20260623_150735/P159_SUMMARY.json,PROMPT_EXPORT_REFERENCE,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,171c7cff6896,1533,False,False,False,True,False
PROMPT_0440_85cafc6dcd73,mvp_qaic_py/p156_prompt_patch_candidate_or_stop_after_human_review.py,PROMPT_SOURCE_CANDIDATE,53,ARCHIVE_OR_LOW_PRIORITY_REVIEW,b71a04f26981,6000,False,False,False,False,True
PROMPT_0158_d6a33635ca09,05_EXPORTS/P129_R1_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_163027/P129_P124_PORTFOLIO_INPUT_FROM_MANUAL_TRANSCRIPTION.txt,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,f37c2548c75f,1123,False,False,False,False,False
PROMPT_0164_977e8359c43c,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_OPERATOR_COMMANDS.md,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,2b042e4a745f,1676,False,False,False,False,False
PROMPT_0166_46575bb7baae,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_P124_HANDOFF/portfolio_input.txt,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,f37c2548c75f,1123,False,False,False,False,False
PROMPT_0173_9a622cc87249,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_P129_BRIDGE/P129_P124_PORTFOLIO_INPUT_FROM_MANUAL_TRANSCRIPTION.txt,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,f37c2548c75f,1123,False,False,False,False,False
PROMPT_0241_c6b2e4b3dbf5,05_EXPORTS/P144_PROMPT_COCKPIT_WORKFLOWS_20260623_124209/P144_NICEGUI_PROMPT_WORKFLOW_APP.py,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,2807f499db86,6000,False,False,False,False,True
PROMPT_0262_8102d619c373,05_EXPORTS/P152A_PROMPT_SOURCE_BINDING_FOR_REAL_GEM_20260623_140542/P152A_REAL_GEM_BINDING_TEMPLATE.json,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,e405dac0b483,460,False,False,False,False,True
PROMPT_0326_c0d87c049c61,05_EXPORTS/P166_REFERENCE_PROMPT_REBUILD_FROM_SOURCE_INDEX_20260623_174903/P166_OPERATOR_QUICK_USE_PROMPT.md,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,ef427d872cee,547,False,False,False,False,True
PROMPT_0357_1fbef8cec74a,05_EXPORTS/P183_CAPTURE_TO_SESSION_LINK_PROMPT_RUN_WORKFLOW_20260624_100649/P183_CAPTURE_SESSION_WORKFLOW_REPORT.md,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,4b1699fb5ea5,834,True,True,True,False,False
PROMPT_0362_a287d1c14e7e,05_EXPORTS/P183_CAPTURE_TO_SESSION_LINK_PROMPT_RUN_WORKFLOW_20260624_100750/P183_CAPTURE_SESSION_WORKFLOW_REPORT.md,PROMPT_EXPORT_REFERENCE,52,ARCHIVE_OR_LOW_PRIORITY_REVIEW,4b1699fb5ea5,834,True,True,True,False,False
PROMPT_0416_b79252b1e029,mvp_qaic_py/gem_daily_loop_smoke.py,GEM_RESPONSE_RELATED,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,f98b70ef4283,6000,False,False,False,True,True
PROMPT_0445_9e264ac7f115,mvp_qaic_py/p160_real_gem_response_smoke_with_patch_or_release_seal.py,GEM_RESPONSE_RELATED,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,3933be13d855,6000,True,True,True,True,True
PROMPT_0323_3718c213d14b,05_EXPORTS/P164_HISTORICAL_PROMPT_AUDIT_REFERENCE_REBUILD_20260623_165825/P164_SUMMARY.json,HISTORICAL_AUDIT_PROMPT,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,403bc30bd2a5,1974,False,False,False,False,False
PROMPT_0033_79a2d078dbc9,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_RUNNER_REPORT.md,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,133b3c7cabb7,638,False,False,False,False,True
PROMPT_0234_893d3f743f28,05_EXPORTS/P138A_SHEETS_PROMPT_BASE_MIGRATION_CANDIDATE_20260622_231538/P138A_MIGRATION_PAYLOAD.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,5fdf78f5106a,5719,True,False,False,False,False
PROMPT_0284_6bb51f87f394,05_EXPORTS/P154_PROMPT_CORRECTION_APPLY_PLAN_OR_STOP_20260623_144922/P154_SUMMARY.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,d8ae95f39d5b,866,False,False,False,False,False
PROMPT_0287_aa0e2524e656,05_EXPORTS/P156_PROMPT_PATCH_CANDIDATE_OR_STOP_AFTER_HUMAN_REVIEW_20260623_155058/P156_PROMPT_PATCH_CANDIDATE_OR_STOP_REPORT.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,83d233890ca3,2864,False,False,False,False,False
PROMPT_0288_3e110ea25726,05_EXPORTS/P156_PROMPT_PATCH_CANDIDATE_OR_STOP_AFTER_HUMAN_REVIEW_20260623_155058/P156_STOP_WAITING_HUMAN_REVIEW.md,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,218fe0cfa666,448,True,True,True,False,False
PROMPT_0289_663d78dd3cc7,05_EXPORTS/P156_PROMPT_PATCH_CANDIDATE_OR_STOP_AFTER_HUMAN_REVIEW_20260623_155058/P156_SUMMARY.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,f9272da54fb8,1375,False,False,False,False,False
PROMPT_0293_d430e9b25755,05_EXPORTS/P156_PROMPT_PATCH_CANDIDATE_OR_STOP_AFTER_HUMAN_REVIEW_20260623_160539/P156_PROMPT_PATCH_CANDIDATE_OR_STOP_REPORT.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,5c6c834f1a1c,2855,False,False,False,False,False
PROMPT_0294_850ec703130b,05_EXPORTS/P156_PROMPT_PATCH_CANDIDATE_OR_STOP_AFTER_HUMAN_REVIEW_20260623_160539/P156_SUMMARY.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,e3866c3f2c93,1390,False,False,False,False,False
PROMPT_0305_77609568ad1d,05_EXPORTS/P158_MANUAL_PROMPT_PATCH_APPLY_OR_STOP_20260623_141833/P158_MANUAL_PROMPT_PATCH_APPLY_OR_STOP_REPORT.csv,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,df993aebde89,1201,False,False,False,False,False
PROMPT_0306_54597b745ddb,05_EXPORTS/P158_MANUAL_PROMPT_PATCH_APPLY_OR_STOP_20260623_141833/P158_MANUAL_PROMPT_PATCH_APPLY_OR_STOP_REPORT.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,0f6bd7da44a2,1403,False,False,False,False,False
PROMPT_0308_7dedc2186b4e,05_EXPORTS/P158_MANUAL_PROMPT_PATCH_APPLY_OR_STOP_20260623_141833/P158_SUMMARY.json,PROMPT_EXPORT_REFERENCE,51,ARCHIVE_OR_LOW_PRIORITY_REVIEW,0f6bd7da44a2,1403,False,False,False,False,False
PROMPT_0105_c9b8aaec2b82,05_EXPORTS/P122_GEM_LOOP_OPERATOR_HANDOFF_STOP_PACK_20260622_145420/P122_READY_CHECKLIST.csv,GEM_RESPONSE_RELATED,50,ARCHIVE_OR_LOW_PRIORITY_REVIEW,80a5516244e1,1157,True,True,True,False,True
PROMPT_0015_fd3e588a7f16,05_EXPORTS/P103_MVP_PROMPT_WEBAPP_BENCHMARK_PUBLIC_20260622_101245/P103_MVP_PROMPT_WEBAPP_BENCHMARK_PUBLIC_REPORT.md,PROMPT_EXPORT_REFERENCE,50,ARCHIVE_OR_LOW_PRIORITY_REVIEW,95056d3f60a9,752,False,False,False,False,True
PROMPT_0433_69780c293863,mvp_qaic_py/p138a_sheets_prompt_base_migration_candidate.py,PROMPT_SOURCE_CANDIDATE,50,ARCHIVE_OR_LOW_PRIORITY_REVIEW,bd279be3d9ac,6000,False,False,False,False,True
PROMPT_0434_01e65e095b54,mvp_qaic_py/p144_prompt_cockpit_workflows.py,PROMPT_SOURCE_CANDIDATE,50,ARCHIVE_OR_LOW_PRIORITY_REVIEW,d6e2404895d2,6000,False,False,False,False,True
PROMPT_0464_865e3f973015,mvp_qaic_py/prompt_webapp_benchmark_public.py,PROMPT_SOURCE_CANDIDATE,50,ARCHIVE_OR_LOW_PRIORITY_REVIEW,dd08b39c8682,6000,False,False,False,False,False
PROMPT_0219_4ad4ce98e843,05_EXPORTS/P136C_R1_TEST_IMPORT_FIX_20260622_211016/P136_ACTIVE_GEM_PROFILES.json,GEM_RESPONSE_RELATED,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,7f01ce2281c8,887,False,True,True,True,True
PROMPT_0222_4f20fce99f1e,05_EXPORTS/P136_R1_STITCH_UI_LOGIC_FIX_20260622_204216/P136_ACTIVE_GEM_PROFILES.json,GEM_RESPONSE_RELATED,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,7f01ce2281c8,887,False,True,True,True,True
PROMPT_0374_bffa21984db5,05_EXPORTS/P189H_HISTORICAL_PROMPT_QUALITY_AUDIT_20260624_110651/P189H_SUMMARY.json,HISTORICAL_AUDIT_PROMPT,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,f8d754b3ad05,1373,False,False,False,False,False
PROMPT_0017_3d258a7ce3f4,05_EXPORTS/P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_20260622_102228/P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_REPORT.md,PROMPT_EXPORT_REFERENCE,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,dc5f86cd7a30,734,False,False,False,False,False
PROMPT_0144_def7be6b31e4,05_EXPORTS/P128_PROMPT_INPUT_IMAGE_CAPTURE_HUMAN_REVIEW_20260622_161704/P128_OPERATOR_VISUAL_NOTES_TEMPLATE.md,PROMPT_EXPORT_REFERENCE,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,b87a07498bcf,300,False,False,False,False,False
PROMPT_0145_48be77e56588,05_EXPORTS/P128_PROMPT_INPUT_IMAGE_CAPTURE_HUMAN_REVIEW_20260622_161704/P128_README.md,PROMPT_EXPORT_REFERENCE,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,d14567c9041f,302,False,False,False,False,False
PROMPT_0244_6454bfa5cee1,05_EXPORTS/P144_PROMPT_COCKPIT_WORKFLOWS_20260623_124209/P144_PROMPT_WORKFLOW_MODEL.json,PROMPT_EXPORT_REFERENCE,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,801246e0501a,6000,False,False,False,False,True
PROMPT_0253_16ea6d9370f3,05_EXPORTS/P150B_LOCAL_PRIVATE_RELEASE_PACK_20260623_132954/release_evidence/P144_PROMPT_COCKPIT_WORKFLOWS/P144_PROMPT_WORKFLOW_MODEL.json,PROMPT_EXPORT_REFERENCE,49,ARCHIVE_OR_LOW_PRIORITY_REVIEW,801246e0501a,6000,False,False,False,False,True
PROMPT_0202_d40692c15079,05_EXPORTS/P133_GEM_MULTIMODAL_RESPONSE_CAPTURE_IMAGE_USAGE_GATE_20260622_181633/P133_OPERATOR_SUMMARY.csv,GEM_RESPONSE_RELATED,48,ARCHIVE_OR_LOW_PRIORITY_REVIEW,7dab99189970,573,False,False,False,True,True
PROMPT_0148_11fce882ba84,05_EXPORTS/P129_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_162333/P129_IMAGE_TO_PROMPT_BRIDGE_REPORT.md,PROMPT_EXPORT_REFERENCE,48,ARCHIVE_OR_LOW_PRIORITY_REVIEW,c157a4ad3244,467,False,False,False,False,False
PROMPT_0193_218f0f105763,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_IMAGE_ATTACHMENT_GUIDE.md,PROMPT_EXPORT_REFERENCE,48,ARCHIVE_OR_LOW_PRIORITY_REVIEW,c25eac9cbc70,412,False,False,False,True,False
PROMPT_0279_d9e8e735e07b,05_EXPORTS/P153_CORRECTION_LOOP_REAL_CASE_20260623_143503/P153_PROMPT_IMPROVEMENT_SUGGESTIONS.md,PROMPT_EXPORT_REFERENCE,48,ARCHIVE_OR_LOW_PRIORITY_REVIEW,de97ffb46c08,540,False,False,False,False,False
PROMPT_0281_3c2b95259a71,05_EXPORTS/P154_PROMPT_CORRECTION_APPLY_PLAN_OR_STOP_20260623_144922/P154_P132_P133_PATCH_PLAN.md,PROMPT_EXPORT_REFERENCE,48,ARCHIVE_OR_LOW_PRIORITY_REVIEW,dce3505980c7,707,False,False,False,False,False
PROMPT_0450_083b31bd6825,mvp_qaic_py/p176_nicegui_review_only_actions_prompt_workflow.py,PROMPT_SOURCE_CANDIDATE,47,ARCHIVE_OR_LOW_PRIORITY_REVIEW,6eb8a7a07d12,6000,False,False,False,False,True
