"item_id","theme","final_file","source_path","relative_path","legitimacy_status","freshness_status","integrated_in_final_candidate","archive_allowed"
"ITEM-001945","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P10B_DOCS_20260616-192522\P10B_DOCPLAN_20260616-192522.csv","01_DOCS\VALIDATION\P10B_DOCS_20260616-192522\P10B_DOCPLAN_20260616-192522.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002049","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\MVP_QAIC_LEXIQUE_EXPANDED_SEED_PLAN_P12J_20260617-013209.md","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\MVP_QAIC_LEXIQUE_EXPANDED_SEED_PLAN_P12J_20260617-013209.md","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002047","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANDED_SEED_PLAN_20260617-013209.csv","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANDED_SEED_PLAN_20260617-013209.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002046","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANSION_BUCKETS_20260617-013209.csv","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANSION_BUCKETS_20260617-013209.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002052","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_MANIFEST_20260617-013209.csv","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_MANIFEST_20260617-013209.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002051","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_REPORT_20260617-013209.md","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_REPORT_20260617-013209.md","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002050","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_SUMMARY_20260617-013209.csv","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_SUMMARY_20260617-013209.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002141","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P13E_20260617_113834\P13E_DRY_RUN_IMPORT_PLAN.csv","01_DOCS\VALIDATION\P13E_20260617_113834\P13E_DRY_RUN_IMPORT_PLAN.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002270","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P21A_20260617_155339\P21A_LEXIQUE_FUSION_PLAN.md","01_DOCS\VALIDATION\P21A_20260617_155339\P21A_LEXIQUE_FUSION_PLAN.md","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002293","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P22F2B_20260617_174304\P22F2B_CONTENT_ENRICHMENT_PLAN.csv","01_DOCS\VALIDATION\P22F2B_20260617_174304\P22F2B_CONTENT_ENRICHMENT_PLAN.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002418","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P26R_20260618_105204\P26R_REBUILD_PLAN.md","01_DOCS\VALIDATION\P26R_20260618_105204\P26R_REBUILD_PLAN.md","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-002428","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","01_DOCS\VALIDATION\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001442","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.csv","01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001444","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.json","01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.json","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001446","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.md","01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.md","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001662","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8A_QAIC_REVOLUT_X_COMPATIBILITY_AUDIT_NO_APPLY_20260616-152359\P8A_R0_R6_ROADMAP_NO_APPLY_20260616-152359.csv","01_DOCS\VALIDATION\P8A_QAIC_REVOLUT_X_COMPATIBILITY_AUDIT_NO_APPLY_20260616-152359\P8A_R0_R6_ROADMAP_NO_APPLY_20260616-152359.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001678","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8B_SUMMARY_20260616-152747.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8B_SUMMARY_20260616-152747.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001686","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_EXECUTION_GATES_AND_LOCKS_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_EXECUTION_GATES_AND_LOCKS_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001683","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001690","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_MANIFEST_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_MANIFEST_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001684","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001687","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001689","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_REVOLUT_X_SKELETON_PLAN_REPORT_20260616-153551.md","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_REVOLUT_X_SKELETON_PLAN_REPORT_20260616-153551.md","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001685","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001682","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001688","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SUMMARY_20260616-153551.csv","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SUMMARY_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001695","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001696","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001699","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001697","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001694","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001708","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001709","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001712","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001710","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001707","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001727","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
"ITEM-001726","PLANNING_ROADMAP","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","01_DOCS\VALIDATION\P8E_REVOLUT_X_QAIC_DOCS_PACK_NO_APPLY_20260616-160712\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","REVIEW_REQUIRED","CURRENT_OR_RECENT","TRUE","NO_REQUIRES_P203B3_HUMAN_REVIEW"
