priority,entity_type,name,binding,route,status,color_cell,progress_percent,done,todo
121,FUNCTION,architecture_doc,mvp_qaic_py/final_docs_planning_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
122,FUNCTION,build_docs,mvp_qaic_py/final_docs_planning_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
123,FUNCTION,build_project_status,mvp_qaic_py/final_docs_planning_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
124,FUNCTION,cdc_roadmap_doc,mvp_qaic_py/final_docs_planning_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
125,FUNCTION,drive_rangement_doc,mvp_qaic_py/final_docs_planning_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
126,FUNCTION,_read_optional_json,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
127,FUNCTION,_read_optional_text,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
128,FUNCTION,_report_markdown,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
129,FUNCTION,_write_json,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
130,FUNCTION,build_smoke_contract,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
131,FUNCTION,main,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
132,FUNCTION,parse_args,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
133,FUNCTION,write_daily_gem_loop_smoke_pack,mvp_qaic_py/gem_daily_loop_smoke.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
134,FUNCTION,_commands_markdown,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
135,FUNCTION,_read_optional_text,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
136,FUNCTION,_readme_markdown,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
137,FUNCTION,_write,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
138,FUNCTION,_write_checklist_csv,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
139,FUNCTION,_write_json,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
140,FUNCTION,build_checklist_rows,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
141,FUNCTION,build_input_helper_contract,mvp_qaic_py/gem_loop_input_helper.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
142,FUNCTION,_daily_commands_markdown,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
143,FUNCTION,_discover_latest_manifest,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
144,FUNCTION,_handoff_markdown,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
145,FUNCTION,_runbook_markdown,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
146,FUNCTION,_write_checklist_csv,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
147,FUNCTION,_write_json,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
148,FUNCTION,build_handoff_contract,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
149,FUNCTION,build_ready_checklist_rows,mvp_qaic_py/gem_loop_operator_handoff.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
150,FUNCTION,_build_rows,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
151,FUNCTION,_dashboard_md,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
152,FUNCTION,_find_forbidden_terms,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
153,FUNCTION,_is_template_gem_response,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
154,FUNCTION,_is_template_portfolio,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
155,FUNCTION,_next_actions_md,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
156,FUNCTION,_read_text,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
157,FUNCTION,_status_from_findings,mvp_qaic_py/gem_manual_test_review_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
158,FUNCTION,_as_float,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
159,FUNCTION,_compact_json_likely,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
160,FUNCTION,_ensure_dir,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
161,FUNCTION,_is_number,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
162,FUNCTION,_json_keys_language_check,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
163,FUNCTION,_missing_keys,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
164,FUNCTION,_read_response_text,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
165,FUNCTION,_round2,mvp_qaic_py/gem_multimodal_response_capture_gate.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
166,FUNCTION,_now_iso,mvp_qaic_py/gem_portfolio_prompt_module.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
167,FUNCTION,build_expected_output_schema,mvp_qaic_py/gem_portfolio_prompt_module.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
168,FUNCTION,build_gem_prompt_payload,mvp_qaic_py/gem_portfolio_prompt_module.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
169,FUNCTION,normalize_portfolio_input,mvp_qaic_py/gem_portfolio_prompt_module.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
170,FUNCTION,render_gem_ready_prompt,mvp_qaic_py/gem_portfolio_prompt_module.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
171,FUNCTION,summarize_gem_prompt_payload,mvp_qaic_py/gem_portfolio_prompt_module.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
172,FUNCTION,write_json,mvp_qaic_py/gem_portfolio_prompt_module.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
173,FUNCTION,_commands_markdown,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
174,FUNCTION,_operator_shortcut_readme,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
175,FUNCTION,_read_optional_json,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
176,FUNCTION,_read_optional_text,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
177,FUNCTION,_report_markdown,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
178,FUNCTION,_write_json,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
179,FUNCTION,build_daily_contract,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
180,FUNCTION,main,mvp_qaic_py/gem_prompt_daily_shortcut.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
181,FUNCTION,_call_candidate,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
182,FUNCTION,_fallback_normalize,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
183,FUNCTION,_fallback_prompt,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
184,FUNCTION,_jsonable,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
185,FUNCTION,_utc_now,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
186,FUNCTION,_write_json,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
187,FUNCTION,build_expected_gem_output_schema,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
188,FUNCTION,build_gem_prompt_markdown,mvp_qaic_py/gem_prompt_runner_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
189,FUNCTION,_build_report,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
190,FUNCTION,_build_runtime_prompt_markdown,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
191,FUNCTION,_read_structured_json,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
192,FUNCTION,_read_text_or_file,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
193,FUNCTION,_write_json,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
194,FUNCTION,build_runtime_contract,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
195,FUNCTION,build_runtime_payload,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
196,FUNCTION,main,mvp_qaic_py/gem_prompt_runtime_cli.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
197,FUNCTION,_checklist_markdown,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
198,FUNCTION,_commands_markdown,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
199,FUNCTION,_quickstart_markdown,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
200,FUNCTION,_report_markdown,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
201,FUNCTION,_write_json,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
202,FUNCTION,build_cli_commands,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
203,FUNCTION,build_operator_checklist,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
204,FUNCTION,build_usability_contract,mvp_qaic_py/gem_prompt_usability_pack.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
205,FUNCTION,_as_list,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
206,FUNCTION,_build_required_action,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
207,FUNCTION,_flatten_for_csv,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
208,FUNCTION,_report_markdown,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
209,FUNCTION,_write_journal_csv,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
210,FUNCTION,_write_json,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
211,FUNCTION,build_bridge_contract,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
212,FUNCTION,build_decision_journal_entry,mvp_qaic_py/gem_response_decision_journal_bridge.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
213,FUNCTION,_dedupe_preserve_order,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
214,FUNCTION,_list_from_payload,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
215,FUNCTION,_read_json,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
216,FUNCTION,_read_text,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
217,FUNCTION,_report_markdown,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
218,FUNCTION,_strip_markdown_json_fence,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
219,FUNCTION,_try_parse_json,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
220,FUNCTION,_write_json,mvp_qaic_py/gem_response_review_queue.py,,FUNCTION_DISCOVERED,🟦,80,Fonction présente dans module Python,Relier à route/onglet si fonction opérateur
